PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
4310022,GRIER SCH,Huntingdon,Ground water,450,13,1.133294845,0,Private,42,Rural,4,0,4
4310023,BROADTOP CITY WATER AUTH,Huntingdon,Ground water,350,7,3.18912856,1.429194097,Local government,1,Rural,14,0,14
4310025,ORBISONIA ROCKHILL JT MUN AUTH,Huntingdon,Ground water,1200,7,3.01759071,4.857760075,Local government,389,Rural,10,0,10
4310026,SALTILLO MUNI WATER WORKS,Huntingdon,Ground water,350,9,2.107606597,1.549391899,Local government,50,Rural,52,0,52
4310027,SHIRLEYSBURG MUNI AUTH,Huntingdon,Ground water,225,3,4.105025379,5.274152537,Local government,67,Rural,169,0,169
4310028,ST CORRECT INST HUNTINGDON,Huntingdon,Surface water purchased,2200,7,4.889783319,12.33304776,State government,1,Urban,6,0,6
4310030,THREE SPRINGS BORO WATER CO,Huntingdon,Ground water,350,12,2.107047398,1.188387841,Local government,184,Rural,57,0,57
4310031,WARRIORS MARK GEN AUTH,Huntingdon,Ground water,750,10,0.739365964,0,Local government,215,Rural,111,0,111
4310032,WOOD BROAD TOP WELLS JMUN AUTH,Huntingdon,Surface water,800,5,2.935506749,3.212824883,Local government,305,Rural,165,0,165
4310038,WALKER TWP MUNI AUTH,Huntingdon,Ground water,1450,4,2.313752067,14.64715744,Local government,593,Rural,35,0,35
4310050,MILL CREEK AREA MUN AUTH,Huntingdon,Ground water,1108,4,3.528247082,4.293789588,Local government,304,Rural,63,0,63
4310298,HARTSLOG COURTS,Huntingdon,Ground water,90,3,2.326992119,30.69784357,Private,53,Rural,128,0,128
4340001,BROOKLINE RETIREMENT VILLAGE,Juniata,Ground water,65,3,5.478441713,7.133313344,Private,41,Rural,18,0,18
4340002,MCALISTERVILLE AREA JOINT AUTH,Juniata,Groundwater under influence of surface water,825,10,5.120435535,5.565081457,Local government,425,Rural,60,1,61
4340003,BROOKLINE MANOR,Juniata,Ground water,100,3,5.4043687,7.154111376,Private,8,Rural,20,0,20
4340005,GRONINGER FARMS ARCH ROCK,Juniata,Ground water,175,5,4.409656563,8.691336293,Private,63,Rural,32,1,33
4340006,BENNERS MHP,Juniata,Ground water,60,3,1.792462452,2.159982108,Private,26,Rural,95,0,95
4340007,THOMPSONTOWN MUNI AUTH,Juniata,Ground water,1000,10,1.811456876,2.127202798,Local government,423,Rural,90,0,90
4340008,MIFFLINTOWN MUNI AUTH,Juniata,Surface water,4450,8,3.678011584,8.65890661,Local government,1500,Rural,1,0,1
4340009,RICHFIELD AREA JOINT AUTH,Juniata,Ground water,1000,10,2.820132189,5.584204459,Local government,230,Rural,3,0,3
4340010,PORT ROYAL MUNI AUTH,Juniata,Ground water,950,10,1.853648177,9.63078571,Private,415,Urban,39,0,39
4340011,JUNIATA HAVEN MHP,Juniata,Ground water,80,3,2.15844679,9.826146247,Private,28,Urban,52,0,52
4340016,LOCUST GROVE RETIREMENT HOME,Juniata,Ground water,177,4,2.492220662,10.66640708,Private,15,Urban,10,1,11
4340017,ORCHARD HILLS APTS,Juniata,Ground water,499,9,2.561495344,9.480907494,Private,175,Urban,12,0,12
4340018,AQUA PA INC MERIBAH WATER CO,Juniata,Ground water,135,6,1.902847854,2.273118225,Private,49,Rural,0,1,1
4340019,BERRYS PERSONAL CARE CTR,Juniata,Ground water,80,3,5.393211012,7.163339087,Public/Private,3,Rural,8,0,8
4410002,AMERICAN TEMPO VILLAGE PARK,Lycoming,Ground water,88,3,2.587415286,3.106570797,Private,38,Urban,15,0,15
4410005,HEATHERBROOKE ESTATES,Lycoming,Ground water,410,6,3.056345768,3.528737241,Private,130,Urban,7,2,9
4410007,FAIRLAWN TRAILER COURT,Lycoming,Ground water,63,3,2.139420204,0,Private,21,Urban,9,2,11
4410010,A B C #2 MOBILE HOME PARK,Lycoming,Ground water,75,3,2.069256389,0,Private,29,Urban,6,2,8
4410011,LYCOMING CREEK VILLAGE,Lycoming,Ground water,38,3,3.005211779,1.362482384,Private,21,Urban,0,0,0
4410016,BITTNERS MOBILE HOME PARK,Lycoming,Ground water,100,3,2.13022675,9.835273483,Private,50,Rural,185,12,197
4410019,PINECREST VILLAGE MHP,Lycoming,Groundwater under influence of surface water,195,10,1.201804192,4.973688375,Private,80,Rural,80,0,80
4410020,OLYMPIC VILLAGE,Lycoming,Ground water,98,6,6.28780173,6.607098572,Private,36,Rural,131,1,132
4410025,LOYALSOCK MOBILE HOME PARK,Lycoming,Ground water,85,3,1.201941596,0,Private,35,Rural,18,0,18
4410027,ORCHARD MOBILE HOME PARK,Lycoming,Ground water,325,6,3.446170148,3.593887595,Private,150,Urban,5,0,5
4410030,HARVEST MOON TRAILER COURT,Lycoming,Ground water,360,7,3.954125671,1.861792284,Private,170,Urban,24,0,24
4410031,CARPENTERS PARK INC,Lycoming,Ground water,120,5,5.410939402,4.418648594,Private,50,Rural,60,0,60
4410033,TWIN HILLS MOBILE HOME PARK,Lycoming,Ground water,225,4,4.441214807,6.07570749,Private,112,Urban,41,0,41
4410035,LCWSA HALLS STATION,Lycoming,Ground water,327,3,2.728997799,6.324951541,Local government,19,Rural,3,0,3
4410152,COGAN VALLEY MOBILE HOME PARK,Lycoming,Ground water,250,5,2.629474628,2.360035389,Private,77,Urban,83,0,83
4410153,OAK LYNN MANOR MOBILE HOME PK,Lycoming,Ground water,250,3,3.503351481,3.492414247,Private,86,Urban,4,0,4
4410154,MEADOW BROOK M H P,Lycoming,Ground water,224,5,2.929051723,3.380156229,Private,65,Urban,11,2,13
4410156,JERSEY SHORE AREA JNT WAT AUTH,Lycoming,Surface water,7200,12,3.314956084,2.627769893,Local government,2420,Rural,40,3,43
4410160,HIDDEN VALLEY MOBILE HOME CT,Lycoming,Ground water,60,3,4.854711105,4.585988234,Private,20,Rural,13,0,13
4410161,MONTGOMERY BORO WATR&SEWR AUTH,Lycoming,Ground water,2700,9,2.604006403,16.97780559,Local government,813,Rural,3,2,5
4410164,TIADAGHTON VIEW MHP,Lycoming,Ground water,175,5,1.230139853,0,Private,43,Rural,33,2,35
4410165,MUNCY BOROUGH WATER COMPANY,Lycoming,Ground water,2900,16,2.578803404,4.426044659,Local government,1030,Urban,3,0,3
4410166,FOXCROFT MANOR MOBILE HOME PK,Lycoming,Ground water,200,4,2.732860926,3.031518095,Private,80,Rural,5,0,5
4410169,VALI-VIEW MOBILE HOME PARK,Lycoming,Ground water,150,3,3.737161049,5.761540715,Private,60,Urban,9,3,12
4410171,RALSTON AREA JOINT AUTHORITY,Lycoming,Ground water,400,6,1.712008087,2.464498951,Local government,113,Rural,3,0,3
4410173,WILLIAMSPORT MUN WATER AUTH,Lycoming,Surface water,51000,16,8.172977853,14.23642803,Local government,18376,Urban,20,0,20
4410174,LCWSA VILLAGE WATER,Lycoming,Ground water,598,5,4.506405469,5.378167288,Private,130,Urban,2,0,2
4410175,MONTOURSVILLE WATER COMPANY,Lycoming,Ground water,4983,12,4.321173373,4.026161147,Local government,2146,Rural,6,1,7
4410176,MUNCY STATE CORRECTIONAL INST,Lycoming,Groundwater under influence of surface water,2050,7,2.051432623,6.891896423,State government,25,Urban,13,0,13
4410178,HUGHESVILLE BOROUGH WATER AUTH,Lycoming,Ground water,2800,9,3.601758649,3.577685815,Local government,1129,Urban,90,0,90
4410180,LCWSA LIMESTONE WATER,Lycoming,Surface water,825,6,1.418363344,0,Local government,250,Rural,24,0,24
4410182,ROARING BRANCH WATERWORKS,Lycoming,Ground water,90,3,1.961976599,0.847270229,Private,39,Rural,10,0,10
4410187,WATERVILLE WATER ASSOC,Lycoming,Ground water,98,3,2.69768425,0,Private,75,Rural,2,0,2
4440001,ELSESSERS MHP,Mifflin,Ground water,65,5,7.984209847,8.701444786,Private,27,Urban,1,0,1
4440005,NORTH HILLS MHP,Mifflin,Ground water,170,6,5.495027807,2.644315913,Private,50,Urban,7,1,8
4440008,ALLENSVILLE MUNI AUTH,Mifflin,Surface water,480,5,4.065367094,0,Local government,170,Rural,22,1,23
4440010,LEWISTOWN BORO MUNI AUTH,Mifflin,Surface water,26765,16,5.608092078,2.304605843,Local government,9100,Rural,10,0,10
4440011,MCVEYTOWN BORO AUTH,Mifflin,Ground water,342,5,1.747931877,1.96952309,Local government,201,Rural,78,1,79
4440013,NEWTON HAMILTON BORO,Mifflin,Ground water purchased,270,2,5.772275068,9.638355921,Local government,106,Urban,13,0,13
4440016,FOREST HILLS APTS,Mifflin,Ground water,200,4,6.948317831,7.186751054,Private,95,Urban,3,0,3
4440017,WAYNE TWP MUNI WATER AUTH,Mifflin,Ground water purchased,167,2,5.909926716,10.72826144,Local government,67,Rural,7,0,7
4440018,GRANVILLE TWP SUPERVISORS,Mifflin,Ground water,58,3,3.647139227,4.632779014,Local government,26,Rural,2,0,2
4470007,DANVILLE MUNICIPAL WATER AUTH,Montour,Surface water,4897,3,4.505464277,9.800514459,Local government,2272,Urban,6,0,6
4470008,BLUE SPRINGS TERRACE,Montour,Ground water,250,3,2.050134292,0.167666005,Private,120,Rural,9,2,11
4470010,MAHONING TWP MUN AUTH,Montour,Surface water purchased,1507,7,6.961709105,19.41213318,Local government,1094,Urban,7,0,7
4470015,PEPPER HILLS MOBILE HOME PARK,Montour,Ground water,170,4,3.652955618,17.4398816,Private,107,Rural,35,2,37
4470016,VALLEY TWP MUN AUTHORITY,Montour,Surface water purchased,95,2,2.914428337,7.137485239,Local government,62,Rural,19,0,19
4490004,BUCKNELL VIEW MHP,Northumberland,Ground water,100,5,17.39141404,8.056655124,Private,36,Urban,2,0,2
4490007,MUNICIPAL AUTHORITY SUNBURY,Northumberland,Surface water,11043,4,7.063610534,7.690221236,Local government,4331,Urban,2,0,2
4490016,TURBOTVILLE MUN WATER,Northumberland,Groundwater under influence of surface water,625,4,1.694284892,1.125824813,Local government,320,Rural,2,0,2
4490018,LOWER MAHANOY TWP MUN AUTH,Northumberland,Ground water,450,4,1.826549521,2.810360613,Private,183,Rural,1,1,2
4490019,KIPPS RUN MOBILE COURT,Northumberland,Ground water,19,3,1.954241696,6.9104404,Private,29,Urban,78,0,78
4490020,HERNDON BORO JACKSON TWP JMA,Northumberland,Ground water,432,7,1.188261291,1.963150096,Local government,213,Rural,15,1,16
4490021,D AND H TRAILER PARK,Northumberland,Ground water,50,3,17.50754058,8.679888819,Private,20,Urban,2,0,2
4490023,PA AMERICAN WHITE DEER,Northumberland,Surface water,29816,10,9.596717237,11.92458444,Private,12113,Urban,0,0,0
4490024,AQUA PA ROARING CREEK DIVISION,Northumberland,Surface water,43000,14,4.090141417,10.9052211,Private,17567,Rural,0,0,0
4490298,PA AMERICAN MCEWENSVILLE,Northumberland,Ground water,282,6,4.880326875,0,Private,118,Rural,2,0,2
4550005,SELINSGROVE MUN WATERWORKS,Snyder,Ground water,5584,11,10.34734342,7.513945004,Local government,1887,Urban,87,0,87
4550006,ADAMS TWP MUNICIPAL AUTHORITY,Snyder,Ground water,225,6,1.722116151,3.655999415,Local government,69,Rural,5,0,5
4550008,AQUA PA KRATZERVILLE,Snyder,Ground water,435,6,3.108076292,4.670495038,Private,145,Urban,0,0,0
4550009,AQUA PA MONROE TWP,Snyder,Ground water,2400,18,2.668368006,2.561928203,Private,948,Urban,4,0,4
4550011,SPRING TWP MUNICIPAL AUTHORITY,Snyder,Surface water,805,6,2.382744999,4.10544006,Local government,350,Rural,6,0,6
4550012,BEAVERTOWN MUNICIPAL AUTHORITY,Snyder,Ground water,935,6,1.752114885,3.935644688,Local government,440,Rural,42,0,42
4550013,FREEBURG MUNICIPAL AUTHORITY,Snyder,Groundwater under influence of surface water,685,5,3.186654066,3.468162744,Local government,258,Rural,12,5,17
4550014,KREAMER MUN AUTH,Snyder,Ground water,980,9,2.365714394,3.726233562,Local government,294,Urban,12,0,12
4550015,MCCLURE MUNICIPAL AUTHORITY,Snyder,Surface water,845,7,4.022070452,4.581626877,Local government,355,Rural,10,0,10
4550016,MIDDLEBURG MUNICIPAL AUTHORITY,Snyder,Surface water,1600,10,3.306575395,1.220977838,Local government,870,Rural,10,0,10
4550018,PERRY TWP MUNICIPAL AUTH,Snyder,Ground water,285,7,1.526810854,2.852589819,Local government,168,Rural,1,0,1
4550019,PENNS CREEK MUNICIPAL AUTH,Snyder,Ground water,725,8,1.89320728,13.80959766,Local government,189,Rural,170,0,170
4550022,SHAMOKIN DAM BOROUGH,Snyder,Surface water,1700,4,3.613006908,8.327466045,Local government,730,Urban,12,1,13
4550024,AQUA PA PENNSVIEW SYSTEM,Snyder,Ground water,350,5,10.45955881,10.24011402,Private,125,Rural,0,0,0
4550025,SALEM MANOR MOBILE HOME PARK,Snyder,Ground water,240,5,5.977080511,10.42682499,Private,103,Urban,45,0,45
4550028,PENN TOWNSHIP MUNICIPAL AUTH,Snyder,Ground water,150,4,5.125411672,9.695358175,Local government,129,Rural,0,0,0
4550800,SELINSGROVE CENTER,Snyder,Groundwater under influence of surface water,1280,9,7.513392463,9.307187411,State government,41,Urban,8,0,8
4560002,SOMERSET TWP LISTIE WATER SYS,Somerset,Ground water,218,4,4.118279432,16.64195702,Local government,60,Rural,67,0,67
4560003,SOMERSET ESTATES MHP,Somerset,Ground water,362,6,3.86707081,24.00308361,Private,85,Urban,69,0,69
4560004,GLADES PIKE ESTATES,Somerset,Ground water,180,4,3.047746161,28.88025483,Private,80,Rural,4,0,4
4560006,STONEBRIDGE GARDENS MHP,Somerset,Ground water,95,7,3.848063538,2.324025373,Private,55,Rural,31,1,32
4560012,MEYERSDALE MUNI AUTH,Somerset,Surface water,3019,9,4.588744173,1.656131797,Local government,1389,Urban,6,1,7
4560013,WINDBER AREA AUTH,Somerset,Ground water,9454,13,4.01153201,3.677025228,Local government,4339,Rural,25,0,25
4560014,MILFORD TWP MUNIC AUTH,Somerset,Ground water purchased,75,4,1.485126957,0,Local government,25,Rural,0,0,0
4560016,REST ASSURED ASSISTED LIVING,Somerset,Ground water,70,3,2.037711933,4.460967421,Private,1,Rural,43,0,43
4560017,JENNER TWP MUNI AUTH,Somerset,Surface water purchased,825,6,5.177664056,4.413700378,Local government,280,Rural,13,0,13
4560019,READING MINES,Somerset,Ground water,478,4,3.35015549,0.166267983,Local government,34,Rural,77,0,77
4560020,ROCKWOOD BORO MUNI AUTH,Somerset,Ground water,1250,6,1.504720775,0,Local government,500,Rural,0,0,0
4560021,CAIRNBROOK IMPROVEMENT ASSN,Somerset,Ground water,910,3,2.409124437,4.554253846,Private,240,Rural,14,0,14
4560024,SEVEN SPRINGS MUNI AUTH,Somerset,Groundwater under influence of surface water,3000,14,3.486114906,0,Local government,1250,Rural,5,0,5
4560025,INDIAN LAKE BORO WATERWORKS,Somerset,Ground water,1596,9,4.31903923,0.534774276,Local government,592,Rural,0,0,0
4560028,ADDISON AREA WATER AUTH,Somerset,Ground water,284,4,4.225865266,2.3704823,Local government,147,Rural,8,1,9
4560029,BERLIN BORO MUNI AUTH,Somerset,Ground water,2450,16,3.424260057,0.450843325,Local government,900,Rural,2,0,2
4560030,BOSWELL BORO MUNI AUTH,Somerset,Surface water purchased,2900,6,5.729863394,2.65824664,Local government,911,Rural,2,0,2
4560031,LINCOLN TWP MUNI AUTH,Somerset,Surface water purchased,1400,10,3.579869946,9.704281622,Local government,503,Rural,53,0,53
4560032,GAHAGEN WATER ASSN,Somerset,Surface water,49,3,2.645598238,4.134775912,Private,22,Rural,797,7,804
4560033,CONFLUENCE BORO MUNI AUTH,Somerset,Surface water,950,9,3.838862676,5.880241368,Local government,485,Rural,22,25,47
4560034,BROOK HAVEN ACRES,Somerset,Ground water,75,4,3.636352442,14.0100157,Private,32,Rural,28,11,39
4560035,GARRETT BORO WATER SYS,Somerset,Ground water,449,4,3.889490502,4.654659006,Local government,215,Rural,98,0,98
4560036,GRAY AREA WATR AUTH OF JEN TWP,Somerset,Ground water,389,4,4.812354821,5.083045633,Local government,178,Rural,71,0,71
4560037,HOOVERSVILLE MUNI AUTH,Somerset,Surface water,879,4,2.608272735,0,Local government,365,Rural,20,4,24
4560038,JENNERSTOWN MUNI AUTH,Somerset,Ground water,1337,9,5.767859001,2.741262306,Local government,650,Rural,34,1,35
4560039,PINE CREST ESTATES MOBILE HOME,Somerset,Surface water purchased,354,7,3.122818389,1.931933923,Private,167,Urban,17,0,17
4560040,SUNNY ACRES,Somerset,Ground water,390,5,3.812286405,25.25452103,Private,207,Rural,70,0,70
4560041,SALISBURY BORO WATER COMM,Somerset,Ground water,725,3,3.957664564,6.002191919,Local government,388,Rural,7,0,7
4560042,SOMERSET BORO MUNI WATER AUTH,Somerset,Surface water,8500,16,7.47680073,3.998843655,Local government,3237,Urban,14,0,14
4560045,CENTRAL CITY WATER AUTH,Somerset,Ground water,2200,4,2.343387438,4.475263603,Local government,915,Rural,0,0,0
4560046,SOMERSET TWP MUNI AUTH OAKRIDG,Somerset,Surface water purchased,3800,24,5.168567008,13.82441692,Local government,558,Rural,8,0,8
4560048,CONEMAUGH TWP MUNI AUTH,Somerset,Surface water,7800,18,3.348454975,2.406646012,Local government,2533,Rural,10,0,10
4560049,HIDDEN VALLEY RESORT LP,Somerset,Ground water,750,4,2.411398693,0,Private,1067,Rural,23,0,23
4560050,WILBUR COMMUNITY WATER,Somerset,Ground water,97,4,2.438942661,1.268347956,Private,55,Rural,0,0,0
4560053,HILLCREST MANOR ESTATES,Somerset,Ground water,250,4,3.58189954,11.90246434,Private,106,Rural,76,0,76
4560057,SOMERSET TWP M A FREIDENS,Somerset,Surface water purchased,928,4,3.627329298,12.43210158,Local government,32,Rural,2,0,2
4600003,PINE VALLEY MOBILE HOME COURT,Union,Ground water,425,6,3.399543882,0.482938987,Private,170,Urban,7,0,7
4600005,ROLLING HILLS MANOR,Union,Ground water,64,3,2.511893782,6.358672684,Public/Private,2,Rural,40,0,40
4600010,NEW BERLIN MUNICIPAL AUTHORITY,Union,Ground water,990,13,1.354237949,8.202539943,Local government,331,Rural,0,0,0
4600012,MIFFLINBURG BORO WATER DEPT,Union,Surface water,3690,7,2.178723443,5.37454292,Local government,1463,Rural,15,1,16
4600015,WEST BUFFALO TWP MUN AUTH,Union,Surface water purchased,333,3,4.023387985,5.255432889,Local government,160,Rural,8,0,8
5020003,ASPINWALL BORO WATER DEPT,Allegheny,Surface water purchased,3151,11,6.867926823,10.65331692,Local government,1208,Urban,2,0,2
5020004,BLAWNOX BORO WATER DEPT,Allegheny,Surface water purchased,2200,3,6.170013365,19.41200579,Local government,727,Urban,3,0,3
5020006,BRACKENRIDGE BORO WATER DEPT,Allegheny,Surface water,3700,7,5.610025021,8.198731915,Local government,1363,Urban,6,0,6
5020007,BRADDOCK BORO WATER AUTH,Allegheny,Surface water purchased,2008,3,11.39953444,71.25800867,Local government,688,Urban,3,0,3
5020008,CHESWICK BORO WATER DEPT,Allegheny,Ground water purchased,1861,9,4.762346454,0,Local government,907,Urban,3,0,3
5020009,HARMAR TWP MUNI AUTH,Allegheny,Ground water,3200,9,4.735545065,4.118849578,Local government,1087,Urban,7,1,8
5020010,CORAOPOLIS WATER & SEWER AUTH,Allegheny,Surface water purchased,6000,17,4.30406104,20.61309985,Local government,2616,Urban,1,0,1
5020011,MOON TWP MUNI AUTH,Allegheny,Surface water,38000,16,4.464745846,11.26650746,Local government,7938,Urban,0,0,0
5020012,DUQUESNE WATER DEPT,Allegheny,Surface water purchased,5565,5,13.0871102,67.48471392,Local government,1938,Urban,5,3,8
5020013,EAST DEER TWP WATER DEPT,Allegheny,Surface water purchased,2000,4,5.581189028,5.418185968,Local government,668,Urban,20,0,20
5020015,EDGEWORTH BORO MUNI AUTH,Allegheny,Surface water purchased,7781,10,2.975120017,8.416628098,Local government,2341,Urban,1,0,1
5020018,RICHLAND TWP WATER AUTHORITY,Allegheny,Surface water purchased,10190,8,3.188924754,4.743069843,Local government,3780,Urban,2,0,2
5020019,HAMPTON SHALER WATER AUTHORITY,Allegheny,Surface water purchased,62497,32,2.735922993,5.564998102,Local government,24021,Urban,0,0,0
5020021,SPRINGDALE TWP WATER DEPT,Allegheny,Ground water purchased,1600,8,4.785874477,0.864502719,Local government,810,Urban,11,0,11
5020027,MONROEVILLE MUNICIPAL AUTH,Allegheny,Surface water purchased,48500,14,4.339971812,22.88026443,Local government,10582,Urban,2,3,5
5020029,NEVILLE TWP WATER DEPT,Allegheny,Surface water purchased,6750,4,7.710553274,7.981669145,Local government,617,Urban,9,0,9
5020034,WESTERN ALLEGHENY COUNTY MUN A,Allegheny,Surface water purchased,19031,14,3.551435343,4.93305243,Local government,6802,Rural,17,1,18
5020036,OAKMONT WATER AUTHORITY,Allegheny,Surface water,42410,12,3.686966545,7.414934045,Local government,16779,Urban,0,0,0
5020038,PITTSBURGH WATER & SEWER AUTH,Allegheny,Surface water,520000,17,9.988877111,21.04804221,Local government,74030,Urban,23,0,23
5020039,PA AMER WATER CO-PITTSBURGH,Allegheny,Surface water,686000,14,4.259098851,14.99017287,Private,205745,Rural,0,0,0
5020040,FOX CHAPEL AUTH,Allegheny,Surface water purchased,18500,9,3.836503603,11.5427711,Local government,5477,Urban,2,0,2
5020041,PLUM BORO MUNI AUTH,Allegheny,Surface water purchased,27500,21,2.954982518,6.372417136,Local government,9765,Urban,0,1,1
5020043,WEST VIEW WATER AUTHORITY,Allegheny,Surface water,200000,26,2.388864823,11.86366747,Local government,54116,Urban,35,2,37
5020045,ROBINSON TWP MUNI AUTH,Allegheny,Surface water,16354,12,2.556407525,12.43036177,Local government,4953,Urban,3,0,3
5020047,RESERVE TWP WATER DEPT,Allegheny,Surface water purchased,3333,2,4.353948157,11.21474921,Local government,1489,Urban,3,0,3
5020050,SEWICKLEY BORO WATER AUTH,Allegheny,Surface water purchased,6800,9,3.053850314,5.913841649,Local government,2185,Rural,6,0,6
5020053,SPRINGDALE BORO WATER DEPT,Allegheny,Ground water,3405,9,4.299900734,3.174594797,Local government,1680,Urban,4,0,4
5020055,TARENTUM BORO WATER DEPT,Allegheny,Surface water,4927,5,8.490196707,13.9776801,Local government,1978,Urban,4,0,4
5020056,WILKINSBURG-PENN JT WATER AUTH,Allegheny,Surface water,125000,16,6.789342361,41.5292243,Local government,39302,Urban,50,5,55
5020067,OAKDALE BORO WATER DEPT,Allegheny,Surface water purchased,1459,4,3.548041138,3.027734945,Local government,691,Urban,2,0,2
5020070,ALEPPO TWP AUTH,Allegheny,Surface water purchased,2200,4,1.310259256,2.335633799,Local government,732,Urban,0,0,0
5020076,FAWN FRAZER JT WATER AUTH,Allegheny,Surface water purchased,4461,11,3.739820928,1.847371577,Local government,1920,Rural,10,1,11
5020078,FINDLAY TWP MUNICIPAL AUTH,Allegheny,Surface water purchased,11460,7,3.974000867,10.24749466,Local government,2110,Rural,7,0,7
5020108,HARRISON TWP WATER AUTH,Allegheny,Surface water,13411,6,5.339862552,4.144489344,Local government,4899,Urban,2,0,2
5030002,DAYTON MUNI WATER DEPT,Armstrong,Ground water,583,5,3.323534981,7.0101404,Local government,289,Rural,8,1,9
5030004,E ARMSTRONG CNTY MUNI AUTH,Armstrong,Ground water,1875,8,3.083799142,4.033438364,Local government,372,Rural,0,0,0
5030005,FORD CITY MUNI WATER WORKS,Armstrong,Ground water,2991,7,9.575087572,8.36107476,Local government,1710,Urban,2,0,2
5030006,MANOR TWP JT MUNI AUTH,Armstrong,Ground water,6744,8,3.9742774,1.565725533,Local government,2471,Rural,4,1,5
5030008,PA-AMERICAN WATER CO-KITTANNIG,Armstrong,Surface water,5000,3,9.501829953,4.292878325,Private,2069,Urban,1,1,2
5030010,GILPIN TWP MUNI AUTH,Armstrong,Surface water purchased,2050,2,2.981323618,3.417695968,Local government,702,Rural,8,0,8
5030012,RURAL VALLEY WATER WORKS,Armstrong,Ground water,945,11,3.813418747,0.26235674,Local government,376,Rural,15,0,15
5030013,KITTANNING PLUMCREEK WATR AUTH,Armstrong,Ground water purchased,400,5,2.614688701,2.48767922,Local government,233,Rural,1,0,1
5030016,TEMPLETON WATER CO,Armstrong,Ground water,474,5,2.7495491,3.867053234,Private,187,Rural,49,0,49
5030019,BUFFALO TWP MUN AUTH FREEPORT,Armstrong,Surface water,5849,5,3.017503808,3.168183703,Local government,2400,Urban,19,0,19
5030021,COWANSHANNOCK MA-MARGARET SYS,Armstrong,Ground water,95,7,3.094458134,4.828082676,Local government,34,Rural,10,0,10
5030022,COWANSHANNOCK M A SAGAMORE SYS,Armstrong,Ground water,300,4,3.827844542,7.237728437,Local government,115,Rural,15,0,15
5030024,MAHONING TWP MUNI AUTH,Armstrong,Surface water purchased,900,2,3.353325831,5.17852876,Local government,346,Rural,18,2,20
5030025,PARKS TWP MUNI AUTH,Armstrong,Surface water purchased,2114,2,3.817194624,6.261749741,Local government,553,Rural,3,0,3
5030027,WORTHINGTON WEST FRANKLIN JMA,Armstrong,Ground water,1500,10,4.124467356,0.237399419,Local government,507,Rural,1,1,2
5030034,SUGAR CREEK RESTHOME,Armstrong,Ground water,176,4,3.550340228,4.040194813,Private,14,Rural,4,0,4
5030037,BRADYS BEND WATER & SEW AUTH,Armstrong,Groundwater under influence of surface water,625,6,2.434057821,7.162258719,Local government,151,Rural,7,0,7
5030043,KITTANNING SUBURB JT WATER AUT,Armstrong,Surface water,8000,6,2.442083878,1.454438619,Local government,2103,Rural,8,0,8
5030045,WEST KITTANNING MUNI AUTH,Armstrong,Surface water purchased,2000,3,6.327263289,4.938795344,Local government,623,Urban,7,0,7
5030047,COWANSHAN YATESBORO NUMINE SYS,Armstrong,Ground water,1200,5,3.836239126,0.187826575,Local government,287,Rural,9,0,9
5030049,SOUTH BUFFALO TWP MUNI AUTH,Armstrong,Surface water purchased,1214,4,1.5675546,0.767954935,Local government,313,Rural,12,2,14
5040002,HARSHBARGER MHP,Beaver,Groundwater under influence of surface water,90,8,2.28612492,0.363418365,Private,48,Rural,36,4,40
5040006,MUN WATER AUTH OF ALIQUIPPA,Beaver,Ground water,14250,14,6.946401282,22.33503545,Local government,6154,Urban,33,2,35
5040007,CENTER TWP WATER AUTH,Beaver,Surface water,19000,9,3.238979385,9.145941896,Local government,4819,Urban,65,3,68
5040008,AMBRIDGE WATER AUTH,Beaver,Surface water,19500,5,3.699988638,5.435139374,Local government,7307,Urban,4,1,5
5040009,BEAVER BORO MUNI AUTH,Beaver,Ground water,5799,7,4.840504157,7.512952669,Local government,1828,Urban,44,0,44
5040010,NORTH SEWICKLEY MUN WATER AUTH,Beaver,Surface water purchased,4578,8,5.429990367,3.177219941,Local government,1780,Rural,5,0,5
5040011,PINEHURST MOBILE ESTATES,Beaver,Ground water,130,4,3.883849558,5.617516368,Private,87,Urban,3,0,3
5040012,BEAVER FALLS MUNI AUTH,Beaver,Surface water,50000,6,4.530413285,7.549869943,Local government,16528,Rural,62,2,64
5040017,BRIGHTON TWP MUNI AUTH,Beaver,Ground water purchased,7920,7,3.367753561,4.763223167,Local government,3045,Rural,0,0,0
5040018,ANKROM ACRES MHP,Beaver,Ground water,24,4,3.57565031,1.548530369,Private,28,Rural,129,1,130
5040019,INDEPENDENCE PARK,Beaver,Ground water,225,11,3.27805208,1.587075134,Private,90,Rural,60,2,62
5040022,BOROUGH OF CONWAY,Beaver,Surface water purchased,2176,5,3.023060596,4.344022588,Local government,995,Urban,1,0,1
5040026,COLONIAL GLENN ESTATES,Beaver,Ground water,50,5,1.739155091,0.926723344,Private,29,Rural,30,1,31
5040028,KNOB VUE ESTATES,Beaver,Ground water,150,16,2.109112937,0.824985765,Private,100,Urban,3,0,3
5040035,SUNRISE MOBILE COURT,Beaver,Ground water,90,8,2.021177955,0.915922585,Private,28,Rural,45,0,45
