PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Population_Within,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Yes_HealthBased,All_Violations
4340001,BROOKLINE RETIREMENT VILLAGE,Juniata,Ground water,65,3,3,0,0,0,0,Private,41,Rural,0,18
4340002,MCALISTERVILLE AREA JOINT AUTH,Juniata,Groundwater under influence of surface water,825,10,64,4.6875,4.6875,0,4.6875,Local government,425,Rural,1,61
4340003,BROOKLINE MANOR,Juniata,Ground water,100,3,2,0,0,0,0,Private,8,Rural,0,20
4340005,GRONINGER FARMS ARCH ROCK,Juniata,Ground water,175,5,2,0,0,0,0,Private,63,Rural,1,33
4340006,BENNERS MHP,Juniata,Ground water,60,3,1,0,0,0,0,Private,26,Rural,0,95
4340007,THOMPSONTOWN MUNI AUTH,Juniata,Ground water,1000,10,37,2.702702703,2.702702703,0,2.702702703,Local government,423,Rural,0,90
4340008,MIFFLINTOWN MUNI AUTH,Juniata,Surface water,4450,8,370,4.054054054,5.405405405,0.540540541,4.324324324,Local government,1500,Rural,0,1
4340009,RICHFIELD AREA JOINT AUTH,Juniata,Ground water,1000,10,26,0,0,0,0,Local government,230,Rural,0,3
4340010,PORT ROYAL MUNI AUTH,Juniata,Ground water,950,10,55,1.818181818,7.272727273,1.818181818,3.636363636,Private,415,Urban,0,39
4340011,JUNIATA HAVEN MHP,Juniata,Ground water,80,3,1,0,0,0,0,Private,28,Urban,0,52
4340016,LOCUST GROVE RETIREMENT HOME,Juniata,Ground water,177,4,1,0,0,0,0,Private,15,Urban,1,11
4340017,ORCHARD HILLS APTS,Juniata,Ground water,499,9,7,0,14.28571429,0,0,Private,175,Urban,0,12
4340018,AQUA PA INC MERIBAH WATER CO,Juniata,Ground water,135,6,6,0,0,0,0,Private,49,Rural,1,1
4410002,AMERICAN TEMPO VILLAGE PARK,Lycoming,Ground water,88,3,1,0,0,0,0,Private,38,Urban,0,15
4410005,HEATHERBROOKE ESTATES,Lycoming,Ground water,410,6,20,5,5,0,0,Private,130,Urban,2,9
4410007,FAIRLAWN TRAILER COURT,Lycoming,Ground water,63,3,1,0,0,0,0,Private,21,Urban,2,11
4410011,LYCOMING CREEK VILLAGE,Lycoming,Ground water,38,3,1,0,0,0,0,Private,21,Urban,0,0
4410016,BITTNERS MOBILE HOME PARK,Lycoming,Ground water,100,3,1,0,0,0,0,Private,50,Rural,12,197
4410019,PINECREST VILLAGE MHP,Lycoming,Groundwater under influence of surface water,195,10,2,0,0,0,0,Private,80,Rural,0,80
4410027,ORCHARD MOBILE HOME PARK,Lycoming,Ground water,325,6,12,0,0,0,0,Private,150,Urban,0,5
4410030,HARVEST MOON TRAILER COURT,Lycoming,Ground water,360,7,7,0,0,0,0,Private,170,Urban,0,24
4410031,CARPENTERS PARK INC,Lycoming,Ground water,120,5,6,0,0,0,0,Private,50,Rural,0,60
4410033,TWIN HILLS MOBILE HOME PARK,Lycoming,Ground water,225,4,6,0,0,0,0,Private,112,Urban,0,41
4410035,LCWSA HALLS STATION,Lycoming,Ground water,327,3,557,3.052064632,3.9497307,0,1.436265709,Local government,19,Rural,0,3
4410152,COGAN VALLEY MOBILE HOME PARK,Lycoming,Ground water,250,5,3,0,0,0,0,Private,77,Urban,0,83
4410153,OAK LYNN MANOR MOBILE HOME PK,Lycoming,Ground water,250,3,6,0,0,0,0,Private,86,Urban,0,4
4410154,MEADOW BROOK M H P,Lycoming,Ground water,224,5,7,0,0,0,0,Private,65,Urban,2,13
4410156,JERSEY SHORE AREA JNT WAT AUTH,Lycoming,Surface water,7200,12,1600,5.8125,2.5625,1.125,0.5625,Local government,2420,Rural,3,43
4410160,HIDDEN VALLEY MOBILE HOME CT,Lycoming,Ground water,60,3,2,0,0,0,0,Private,20,Rural,0,13
4410161,MONTGOMERY BORO WATR&SEWR AUTH,Lycoming,Ground water,2700,9,108,2.777777778,12.03703704,5.555555556,3.703703704,Local government,813,Rural,2,5
4410165,MUNCY BOROUGH WATER COMPANY,Lycoming,Ground water,2900,16,335,2.686567164,4.179104478,0,1.492537313,Local government,1030,Urban,0,3
4410166,FOXCROFT MANOR MOBILE HOME PK,Lycoming,Ground water,200,4,6,0,0,0,0,Private,80,Rural,0,5
4410169,VALI-VIEW MOBILE HOME PARK,Lycoming,Ground water,150,3,5,0,0,0,0,Private,60,Urban,3,12
4410171,RALSTON AREA JOINT AUTHORITY,Lycoming,Ground water,400,6,1,0,0,0,0,Local government,113,Rural,0,3
4410173,WILLIAMSPORT MUN WATER AUTH,Lycoming,Surface water,51000,16,38161,9.006577396,17.97646812,11.12392233,3.018788816,Local government,18376,Urban,0,20
4410174,LCWSA VILLAGE WATER,Lycoming,Ground water,598,5,644,4.192546584,3.416149068,0.621118012,0.621118012,Private,130,Urban,0,2
4410175,MONTOURSVILLE WATER COMPANY,Lycoming,Ground water,4983,12,4629,4.42860229,4.126161158,0.064808814,1.72823504,Local government,2146,Rural,1,7
4410176,MUNCY STATE CORRECTIONAL INST,Lycoming,Groundwater under influence of surface water,2050,7,11,0,9.090909091,9.090909091,0,State government,25,Urban,0,13
4410178,HUGHESVILLE BOROUGH WATER AUTH,Lycoming,Ground water,2800,9,336,3.273809524,2.678571429,1.19047619,0.297619048,Local government,1129,Urban,0,90
4410180,LCWSA LIMESTONE WATER,Lycoming,Surface water,825,6,70,2.857142857,1.428571429,0,0,Local government,250,Rural,0,24
4410182,ROARING BRANCH WATERWORKS,Lycoming,Ground water,90,3,1,0,0,0,0,Private,39,Rural,0,10
4410187,WATERVILLE WATER ASSOC,Lycoming,Ground water,98,3,1,0,0,0,0,Private,75,Rural,0,2
4440001,ELSESSERS MHP,Mifflin,Ground water,65,5,1,0,0,0,0,Private,27,Urban,0,1
4440005,NORTH HILLS MHP,Mifflin,Ground water,170,6,3,0,0,0,0,Private,50,Urban,1,8
4440008,ALLENSVILLE MUNI AUTH,Mifflin,Surface water,480,5,37,5.405405405,0,0,0,Local government,170,Rural,1,23
4440010,LEWISTOWN BORO MUNI AUTH,Mifflin,Surface water,26765,16,13012,8.599754073,6.071318783,1.490931448,2.221026745,Local government,9100,Rural,0,10
4440011,MCVEYTOWN BORO AUTH,Mifflin,Ground water,342,5,6,0,0,0,0,Local government,201,Rural,1,79
4440013,NEWTON HAMILTON BORO,Mifflin,Ground water purchased,270,2,13,7.692307692,7.692307692,0,0,Local government,106,Urban,0,13
4440016,FOREST HILLS APTS,Mifflin,Ground water,200,4,11,9.090909091,9.090909091,0,0,Private,95,Urban,0,3
4440017,WAYNE TWP MUNI WATER AUTH,Mifflin,Ground water purchased,167,2,6,0,0,0,0,Local government,67,Rural,0,7
4440018,GRANVILLE TWP SUPERVISORS,Mifflin,Ground water,58,3,3,0,0,0,0,Local government,26,Rural,0,2
4470007,DANVILLE MUNICIPAL WATER AUTH,Montour,Surface water,4897,3,4302,4.509530451,9.855880986,0.929800093,5.532310553,Local government,2272,Urban,0,6
4470008,BLUE SPRINGS TERRACE,Montour,Ground water,250,3,2,0,0,0,0,Private,120,Rural,2,11
4470010,MAHONING TWP MUN AUTH,Montour,Surface water purchased,1507,7,1315,5.931558935,15.05703422,2.813688213,3.574144487,Local government,1094,Urban,0,7
4470015,PEPPER HILLS MOBILE HOME PARK,Montour,Ground water,170,4,4,0,0,0,0,Private,107,Rural,2,37
4470016,VALLEY TWP MUN AUTHORITY,Montour,Surface water purchased,95,2,299,4.013377926,10.03344482,2.341137124,2.341137124,Local government,62,Rural,0,19
4490004,BUCKNELL VIEW MHP,Northumberland,Ground water,100,5,3,0,0,0,0,Private,36,Urban,0,2
4490007,MUNICIPAL AUTHORITY SUNBURY,Northumberland,Surface water,11043,4,9593,9.173355572,10.50766184,2.543521318,6.890440947,Local government,4331,Urban,0,2
4490016,TURBOTVILLE MUN WATER,Northumberland,Groundwater under influence of surface water,625,4,52,1.923076923,0,0,0,Local government,320,Rural,0,2
4490018,LOWER MAHANOY TWP MUN AUTH,Northumberland,Ground water,450,4,18,0,0,0,0,Private,183,Rural,1,2
4490019,KIPPS RUN MOBILE COURT,Northumberland,Ground water,19,3,1,0,0,0,0,Private,29,Urban,0,78
4490020,HERNDON BORO JACKSON TWP JMA,Northumberland,Ground water,432,7,24,0,4.166666667,0,0,Local government,213,Rural,1,16
4490021,D AND H TRAILER PARK,Northumberland,Ground water,50,3,1,0,0,0,0,Private,20,Urban,0,2
4490023,PA AMERICAN WHITE DEER,Northumberland,Surface water,29816,10,22633,22.35231741,9.344762073,1.966155613,3.914637918,Private,12113,Urban,0,0
4490024,AQUA PA ROARING CREEK DIVISION,Northumberland,Surface water,43000,14,30698,6.684474559,8.733467978,4.518209655,2.67118379,Private,17567,Rural,0,0
4490298,PA AMERICAN MCEWENSVILLE,Northumberland,Ground water,282,6,53,5.660377358,3.773584906,1.886792453,1.886792453,Private,118,Rural,0,2
4550005,SELINSGROVE MUN WATERWORKS,Snyder,Ground water,5584,11,4881,25.99877074,9.895513215,3.64679369,4.281909445,Local government,1887,Urban,0,87
4550006,ADAMS TWP MUNICIPAL AUTHORITY,Snyder,Ground water,225,6,31,3.225806452,3.225806452,0,0,Local government,69,Rural,0,5
4550008,AQUA PA KRATZERVILLE,Snyder,Ground water,435,6,64,3.125,7.8125,0,4.6875,Private,145,Urban,0,0
4550009,AQUA PA MONROE TWP,Snyder,Ground water,2400,18,821,2.801461632,4.141291108,0,1.461632156,Private,948,Urban,0,4
4550011,SPRING TWP MUNICIPAL AUTHORITY,Snyder,Surface water,805,6,47,2.127659574,2.127659574,0,0,Local government,350,Rural,0,6
4550012,BEAVERTOWN MUNICIPAL AUTHORITY,Snyder,Ground water,935,6,23,0,4.347826087,0,0,Local government,440,Rural,0,42
4550013,FREEBURG MUNICIPAL AUTHORITY,Snyder,Groundwater under influence of surface water,685,5,33,3.03030303,0,0,0,Local government,258,Rural,5,17
4550014,KREAMER MUN AUTH,Snyder,Ground water,980,9,99,4.04040404,7.070707071,1.01010101,5.050505051,Local government,294,Urban,0,12
4550015,MCCLURE MUNICIPAL AUTHORITY,Snyder,Surface water,845,7,23,4.347826087,0,0,0,Local government,355,Rural,0,10
4550016,MIDDLEBURG MUNICIPAL AUTHORITY,Snyder,Surface water,1600,10,194,3.092783505,3.092783505,1.030927835,0.515463918,Local government,870,Rural,0,10
4550018,PERRY TWP MUNICIPAL AUTH,Snyder,Ground water,285,7,8,0,0,0,0,Local government,168,Rural,0,1
4550019,PENNS CREEK MUNICIPAL AUTH,Snyder,Ground water,725,8,28,3.571428571,3.571428571,0,0,Local government,189,Rural,0,170
4550022,SHAMOKIN DAM BOROUGH,Snyder,Surface water,1700,4,368,2.717391304,4.076086957,0,1.358695652,Local government,730,Urban,1,13
4550024,AQUA PA PENNSVIEW SYSTEM,Snyder,Ground water,350,5,20,5,5,0,5,Private,125,Rural,0,0
4550025,SALEM MANOR MOBILE HOME PARK,Snyder,Ground water,240,5,6,0,0,0,0,Private,103,Urban,0,45
4550028,PENN TOWNSHIP MUNICIPAL AUTH,Snyder,Ground water,150,4,52,3.846153846,7.692307692,0,3.846153846,Local government,129,Rural,0,0
4550800,SELINSGROVE CENTER,Snyder,Groundwater under influence of surface water,1280,9,98,4.081632653,7.142857143,1.020408163,4.081632653,State government,41,Urban,0,8
4560002,SOMERSET TWP LISTIE WATER SYS,Somerset,Ground water,218,4,27,3.703703704,14.81481481,11.11111111,3.703703704,Local government,60,Rural,0,67
4560003,SOMERSET ESTATES MHP,Somerset,Ground water,362,6,17,5.882352941,23.52941176,17.64705882,5.882352941,Private,85,Urban,0,69
4560004,GLADES PIKE ESTATES,Somerset,Ground water,180,4,4,0,25,25,0,Private,80,Rural,0,4
4560006,STONEBRIDGE GARDENS MHP,Somerset,Ground water,95,7,2,0,0,0,0,Private,55,Rural,1,32
4560012,MEYERSDALE MUNI AUTH,Somerset,Surface water,3019,9,1685,5.163204748,1.068249258,0.237388724,0.415430267,Local government,1389,Urban,1,7
4560013,WINDBER AREA AUTH,Somerset,Ground water,9454,13,3801,5.524861878,5.261773218,0.263088661,1.183898974,Local government,4339,Rural,0,25
4560014,MILFORD TWP MUNIC AUTH,Somerset,Ground water purchased,75,4,2,0,0,0,0,Local government,25,Rural,0,0
4560017,JENNER TWP MUNI AUTH,Somerset,Surface water purchased,825,6,154,5.194805195,1.948051948,0.649350649,0.649350649,Local government,280,Rural,0,13
4560019,READING MINES,Somerset,Ground water,478,4,15,6.666666667,0,0,0,Local government,34,Rural,0,77
4560020,ROCKWOOD BORO MUNI AUTH,Somerset,Ground water,1250,6,20,0,0,0,0,Local government,500,Rural,0,0
4560021,CAIRNBROOK IMPROVEMENT ASSN,Somerset,Ground water,910,3,33,3.03030303,3.03030303,0,0,Private,240,Rural,0,14
4560024,SEVEN SPRINGS MUNI AUTH,Somerset,Groundwater under influence of surface water,3000,14,176,3.977272727,1.136363636,0,0,Local government,1250,Rural,0,5
4560025,INDIAN LAKE BORO WATERWORKS,Somerset,Ground water,1596,9,176,4.545454545,1.136363636,0,0,Local government,592,Rural,0,0
4560028,ADDISON AREA WATER AUTH,Somerset,Ground water,284,4,15,6.666666667,0,0,0,Local government,147,Rural,1,9
4560029,BERLIN BORO MUNI AUTH,Somerset,Ground water,2450,16,65,3.076923077,3.076923077,0,1.538461538,Local government,900,Rural,0,2
4560030,BOSWELL BORO MUNI AUTH,Somerset,Surface water purchased,2900,6,416,5.048076923,1.682692308,0.240384615,0.721153846,Local government,911,Rural,0,2
4560031,LINCOLN TWP MUNI AUTH,Somerset,Surface water purchased,1400,10,363,3.581267218,0.826446281,0,0.550964187,Local government,503,Rural,0,53
4560032,GAHAGEN WATER ASSN,Somerset,Surface water,49,3,2,0,0,0,0,Private,22,Rural,7,804
4560033,CONFLUENCE BORO MUNI AUTH,Somerset,Ground water,950,9,24,4.166666667,0,0,0,Local government,485,Rural,25,47
4560035,GARRETT BORO WATER SYS,Somerset,Ground water,449,4,41,4.87804878,2.43902439,0,0,Local government,215,Rural,0,98
4560036,GRAY AREA WATR AUTH OF JEN TWP,Somerset,Ground water,389,4,307,4.885993485,1.628664495,0.325732899,0.651465798,Local government,178,Rural,0,71
4560037,HOOVERSVILLE MUNI AUTH,Somerset,Surface water,879,4,33,3.03030303,0,0,0,Local government,365,Rural,4,24
4560038,JENNERSTOWN MUNI AUTH,Somerset,Ground water,1337,9,431,5.104408353,1.62412993,0.464037123,0.696055684,Local government,650,Rural,1,35
4560039,PINE CREST ESTATES MOBILE HOME,Somerset,Surface water purchased,354,7,16,0,0,0,0,Private,167,Urban,0,17
4560040,SUNNY ACRES,Somerset,Ground water,390,5,8,0,25,12.5,0,Private,207,Rural,0,70
4560041,SALISBURY BORO WATER COMM,Somerset,Ground water,725,3,19,5.263157895,0,0,0,Local government,388,Rural,0,7
4560042,SOMERSET BORO MUNI WATER AUTH,Somerset,Surface water purchased,8500,16,6012,7.168995343,3.992015968,0.432468397,1.679973387,Local government,3237,Urban,0,14
4560045,CENTRAL CITY WATER AUTH,Somerset,Ground water,2200,4,97,2.06185567,3.092783505,0,1.030927835,Local government,915,Rural,0,0
4560046,SOMERSET TWP MUNI AUTH OAKRIDG,Somerset,Surface water purchased,3800,24,1547,3.878474467,20.49127343,15.2553329,3.943115708,Local government,558,Rural,0,8
4560048,CONEMAUGH TWP MUNI AUTH,Somerset,Surface water,7800,18,2371,3.374103754,2.994517081,0.759173345,0.632644454,Local government,2533,Rural,0,10
4560049,HIDDEN VALLEY RESORT LP,Somerset,Ground water,750,4,93,3.225806452,1.075268817,0,0,Private,1067,Rural,0,23
4560050,WILBUR COMMUNITY WATER,Somerset,Ground water,97,4,5,0,0,0,0,Private,55,Rural,0,0
4560053,HILLCREST MANOR ESTATES,Somerset,Ground water,250,4,4,0,25,0,0,Private,106,Rural,0,76
4560057,SOMERSET TWP M A FREIDENS,Somerset,Surface water purchased,928,4,33,3.03030303,15.15151515,9.090909091,3.03030303,Local government,32,Rural,0,2
4600003,PINE VALLEY MOBILE HOME COURT,Union,Ground water,425,6,3,0,0,0,0,Private,170,Urban,0,7
4600010,NEW BERLIN MUNICIPAL AUTHORITY,Union,Ground water,990,13,53,1.886792453,9.433962264,1.886792453,7.547169811,Local government,331,Rural,0,0
4600012,MIFFLINBURG BORO WATER DEPT,Union,Surface water,3690,7,4457,4.128337447,7.314336998,3.45523895,2.714830604,Local government,1463,Rural,1,16
4600015,WEST BUFFALO TWP MUN AUTH,Union,Surface water purchased,333,3,124,4.838709677,6.451612903,3.225806452,1.612903226,Local government,160,Rural,0,8
5020003,ASPINWALL BORO WATER DEPT,Allegheny,Surface water purchased,3151,11,2428,5.189456343,10.50247117,0.57660626,1.812191104,Local government,1208,Urban,0,2
5020004,BLAWNOX BORO WATER DEPT,Allegheny,Surface water purchased,2200,3,1479,7.031778229,18.93171062,2.096010818,1.555104801,Local government,727,Urban,0,3
5020006,BRACKENRIDGE BORO WATER DEPT,Allegheny,Surface water,3700,7,2934,5.555555556,8.1799591,5.419222904,0.477164281,Local government,1363,Urban,0,6
5020007,BRADDOCK BORO WATER AUTH,Allegheny,Surface water purchased,2008,3,2095,11.36038186,70.50119332,64.29594272,1.670644391,Local government,688,Urban,0,3
5020008,CHESWICK BORO WATER DEPT,Allegheny,Ground water purchased,1861,9,1353,5.543237251,0.7390983,0.07390983,0.59127864,Local government,907,Urban,0,3
5020009,HARMAR TWP MUNI AUTH,Allegheny,Ground water,3200,9,2169,4.656523744,4.518211157,1.198709083,1.290917473,Local government,1087,Urban,1,8
5020010,CORAOPOLIS WATER & SEWER AUTH,Allegheny,Surface water purchased,6000,17,4804,6.057452123,22.21065779,11.49042465,3.205661948,Local government,2616,Urban,0,1
5020011,MOON TWP MUNI AUTH,Allegheny,Surface water,38000,16,24773,4.896459855,12.49747709,4.157752392,3.140515884,Local government,7938,Urban,0,0
5020012,DUQUESNE WATER DEPT,Allegheny,Surface water purchased,5565,5,5416,12.25997046,68.35302807,54.26514033,2.252584934,Local government,1938,Urban,3,8
5020013,EAST DEER TWP WATER DEPT,Allegheny,Surface water purchased,2000,4,1207,5.7995029,6.95940348,2.816901408,1.491300746,Local government,668,Urban,0,20
5020015,EDGEWORTH BORO MUNI AUTH,Allegheny,Surface water purchased,7781,10,5192,2.908320493,10.95916795,2.542372881,3.524653313,Local government,2341,Urban,0,1
5020018,RICHLAND TWP WATER AUTHORITY,Allegheny,Surface water purchased,10190,8,11539,2.816535228,5.945055897,1.325938123,2.573879886,Local government,3780,Urban,0,2
5020019,HAMPTON SHALER WATER AUTHORITY,Allegheny,Surface water purchased,62497,33,55944,2.918990419,4.50986701,1.126126126,0.952738453,Local government,24021,Urban,0,0
5020021,SPRINGDALE TWP WATER DEPT,Allegheny,Ground water purchased,1600,8,1510,4.635761589,0.662251656,0,0.066225166,Local government,810,Urban,0,11
5020027,MONROEVILLE MUNICIPAL AUTH,Allegheny,Surface water purchased,48500,14,22302,4.30903058,23.09209936,13.20060981,1.484171823,Local government,10582,Urban,3,5
5020029,NEVILLE TWP WATER DEPT,Allegheny,Surface water purchased,6750,4,1203,7.14879468,7.896924356,2.078137988,3.075644223,Local government,617,Urban,0,9
5020034,WESTERN ALLEGHENY COUNTY MUN A,Allegheny,Surface water purchased,19031,14,14160,4.555084746,5.911016949,0.847457627,1.539548023,Local government,6802,Rural,1,18
5020036,OAKMONT WATER AUTHORITY,Allegheny,Surface water,42410,12,39069,4.323120633,18.39821854,12.92072999,1.407765748,Local government,16779,Urban,0,0
5020038,PITTSBURGH WATER & SEWER AUTH,Allegheny,Surface water,520000,17,221408,11.19291083,36.50771427,24.70326275,2.903237462,Local government,74030,Urban,0,23
5020039,PA AMER WATER CO-PITTSBURGH,Allegheny,Surface water,686000,14,535847,4.625947332,12.49722402,6.239280989,1.590939205,Private,205745,Rural,0,0
5020040,FOX CHAPEL AUTH,Allegheny,Surface water purchased,18500,9,11669,3.265061273,11.84334562,0.736995458,1.525409204,Local government,5477,Urban,0,2
5020041,PLUM BORO MUNI AUTH,Allegheny,Surface water purchased,27500,21,27885,2.998027613,6.064192218,2.664514972,1.265913574,Local government,9765,Urban,1,1
5020043,WEST VIEW WATER AUTHORITY,Allegheny,Surface water,200000,26,142116,3.713867545,12.34625236,5.171831462,1.313715556,Local government,54116,Urban,2,37
5020045,ROBINSON TWP MUNI AUTH,Allegheny,Surface water,16354,12,13128,2.879341865,10.11578306,1.995734308,2.170932358,Local government,4953,Urban,0,3
5020047,RESERVE TWP WATER DEPT,Allegheny,Surface water purchased,3333,2,3377,4.678708913,4.352976014,3.997631033,0.029612082,Local government,1489,Urban,0,3
5020050,SEWICKLEY BORO WATER AUTH,Allegheny,Surface water purchased,6800,9,3348,4.062126643,9.289127838,3.614097969,1.851851852,Local government,2185,Rural,0,6
5020053,SPRINGDALE BORO WATER DEPT,Allegheny,Ground water,3405,9,3205,5.27301092,5.179407176,0.436817473,1.903276131,Local government,1680,Urban,0,4
5020055,TARENTUM BORO WATER DEPT,Allegheny,Surface water,4927,5,2588,8.423493045,13.52395672,11.24420402,0,Local government,1978,Urban,0,4
5020056,WILKINSBURG-PENN JT WATER AUTH,Allegheny,Surface water,125000,16,95634,8.372545329,44.23635945,37.66233766,1.657360353,Local government,39302,Urban,5,55
5020067,OAKDALE BORO WATER DEPT,Allegheny,Surface water purchased,1459,4,1166,4.373927959,3.001715266,1.114922813,1.114922813,Local government,691,Urban,0,2
5020070,ALEPPO TWP AUTH,Allegheny,Surface water purchased,2200,4,1295,1.698841699,5.019305019,1.38996139,0.849420849,Local government,732,Urban,0,0
5020076,FAWN FRAZER JT WATER AUTH,Allegheny,Surface water purchased,4461,11,5587,3.991408627,3.973509934,1.718274566,1.073921604,Local government,1920,Rural,1,11
5020078,FINDLAY TWP MUNICIPAL AUTH,Allegheny,Surface water purchased,11460,7,1428,3.781512605,8.1232493,4.831932773,1.890756303,Local government,2110,Rural,0,7
5020108,HARRISON TWP WATER AUTH,Allegheny,Surface water,13411,6,9175,5.798365123,5.144414169,1.667574932,0.51226158,Local government,4899,Urban,0,2
5030002,DAYTON MUNI WATER DEPT,Armstrong,Ground water,583,5,31,3.225806452,3.225806452,0,0,Local government,289,Rural,1,9
5030004,E ARMSTRONG CNTY MUNI AUTH,Armstrong,Ground water,1875,8,30,3.333333333,3.333333333,0,0,Local government,372,Rural,0,0
5030005,FORD CITY MUNI WATER WORKS,Armstrong,Ground water,2991,7,2324,9.552495697,8.34767642,4.04475043,4.30292599,Local government,1710,Urban,0,2
5030006,MANOR TWP JT MUNI AUTH,Armstrong,Ground water,6744,8,2705,3.844731978,1.182994455,0.776340111,0.147874307,Local government,2471,Rural,1,5
5030008,PA-AMERICAN WATER CO-KITTANNIG,Armstrong,Surface water,5000,3,2151,9.948860995,4.044630404,0.836820084,0.60437006,Private,2069,Urban,1,2
5030010,GILPIN TWP MUNI AUTH,Armstrong,Surface water purchased,2050,2,1290,2.868217054,3.023255814,1.240310078,0.23255814,Local government,702,Rural,0,8
5030012,RURAL VALLEY WATER WORKS,Armstrong,Ground water,945,11,163,3.680981595,1.840490798,0,0,Local government,376,Rural,0,15
5030013,KITTANNING PLUMCREEK WATR AUTH,Armstrong,Ground water purchased,400,5,83,3.614457831,2.409638554,0,0,Local government,233,Rural,0,1
5030016,TEMPLETON WATER CO,Armstrong,Ground water,474,5,12,0,0,0,0,Private,187,Rural,0,49
5030019,BUFFALO TWP MUN AUTH FREEPORT,Armstrong,Surface water,5849,5,1986,3.776435045,2.618328298,0.453172205,1.611278953,Local government,2400,Urban,0,19
5030021,COWANSHANNOCK MA-MARGARET SYS,Armstrong,Ground water,95,8,4,0,0,0,0,Local government,34,Rural,0,10
5030022,COWANSHANNOCK M A SAGAMORE SYS,Armstrong,Ground water,300,4,21,4.761904762,0,0,0,Local government,115,Rural,0,15
5030024,MAHONING TWP MUNI AUTH,Armstrong,Surface water purchased,900,2,103,2.912621359,2.912621359,0,0.970873786,Local government,346,Rural,2,20
5030025,PARKS TWP MUNI AUTH,Armstrong,Surface water purchased,2114,2,602,4.15282392,6.644518272,5.315614618,0.664451827,Local government,553,Rural,0,3
5030027,WORTHINGTON WEST FRANKLIN JMA,Armstrong,Ground water,1500,10,216,4.166666667,0.925925926,0,0,Local government,507,Rural,1,2
5030034,SUGAR CREEK RESTHOME,Armstrong,Ground water,176,4,13,0,7.692307692,0,0,Private,14,Rural,0,4
5030037,BRADYS BEND WATER & SEW AUTH,Armstrong,Groundwater under influence of surface water,625,6,6,0,0,0,0,Local government,151,Rural,0,7
5030043,KITTANNING SUBURB JT WATER AUT,Armstrong,Surface water,8000,6,3715,2.772543742,1.049798116,0.242261104,0.161507402,Local government,2103,Rural,0,8
5030045,WEST KITTANNING MUNI AUTH,Armstrong,Surface water purchased,2000,3,80,2.5,1.25,0,0,Local government,623,Urban,0,7
5030047,COWANSHAN YATESBORO NUMINE SYS,Armstrong,Ground water,1200,5,40,2.5,2.5,0,0,Local government,287,Rural,0,9
5030049,SOUTH BUFFALO TWP MUNI AUTH,Armstrong,Surface water purchased,1214,4,1411,3.118355776,0.708717222,0.070871722,0.425230333,Local government,313,Rural,2,14
5040002,HARSHBARGER MHP,Beaver,Groundwater under influence of surface water,90,8,2,0,0,0,0,Private,48,Rural,4,40
5040006,MUN WATER AUTH OF ALIQUIPPA,Beaver,Ground water,14250,14,10446,9.879379667,36.31054949,32.51005169,1.924181505,Local government,6154,Urban,2,35
5040007,CENTER TWP WATER AUTH,Beaver,Surface water,19000,9,5352,3.157698057,7.193572496,3.662182362,1.812406577,Local government,4819,Urban,3,68
5040008,AMBRIDGE WATER AUTH,Beaver,Surface water,19500,5,18221,5.685747215,11.67334394,6.530925855,1.624499204,Local government,7307,Urban,1,5
5040009,BEAVER BORO MUNI AUTH,Beaver,Ground water,5799,7,3734,6.239957151,6.77557579,1.446170327,2.088912694,Local government,1828,Urban,0,44
5040010,NORTH SEWICKLEY MUN WATER AUTH,Beaver,Surface water purchased,4578,8,4399,5.205728575,3.341668561,0.591043419,0.045464878,Local government,1780,Rural,0,5
5040011,PINEHURST MOBILE ESTATES,Beaver,Ground water,130,4,3,0,0,0,0,Private,87,Urban,0,3
5040012,BEAVER FALLS MUNI AUTH,Beaver,Surface water,50000,9,40178,5.774304346,12.95485091,7.220369356,1.393797601,Local government,16528,Rural,2,64
5040017,BRIGHTON TWP MUNI AUTH,Beaver,Ground water purchased,7920,7,7568,3.197674419,4.42653277,1.308139535,2.087737844,Local government,3045,Rural,0,0
5040018,ANKROM ACRES MHP,Beaver,Ground water,24,4,1,0,0,0,0,Private,28,Rural,1,130
5040019,INDEPENDENCE PARK,Beaver,Ground water,225,11,3,0,0,0,0,Private,90,Rural,2,62
5040022,BOROUGH OF CONWAY,Beaver,Surface water purchased,2176,5,937,3.094983991,2.774813234,0.960512273,1.067235859,Local government,995,Urban,0,1
5040026,COLONIAL GLENN ESTATES,Beaver,Ground water,50,5,2,0,0,0,0,Private,29,Rural,1,31
5040028,KNOB VUE ESTATES,Beaver,Ground water,150,16,7,0,0,0,0,Private,100,Urban,0,3
5040035,SUNRISE MOBILE COURT,Beaver,Ground water,90,8,3,0,0,0,0,Private,28,Rural,0,45
5040036,INDUSTRY BORO MUNI AUTH,Beaver,Ground water,1865,5,877,2.508551881,3.762827822,0.456100342,2.394526796,Local government,699,Rural,0,2
5040038,MIDLAND BORO MUNI AUTH,Beaver,Surface water,3100,3,2305,12.01735358,33.70932755,21.99566161,7.15835141,Local government,1006,Urban,12,58
5040039,MONACA BORO WATER DEPT,Beaver,Ground water,6500,9,5018,6.656038262,4.463929853,0.179354324,0.538062973,Local government,2476,Urban,0,33
