PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Minority,Percent_Below_Poverty_Line,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
4310030,THREE SPRINGS BORO WATER CO,Huntingdon,Ground water,350,12,8.8,13.7,Local government,184,Rural,57,0,57
4310031,WARRIORS MARK GEN AUTH,Huntingdon,Ground water,750,10,8.8,13.7,Local government,215,Rural,111,0,111
4310032,WOOD BROAD TOP WELLS JMUN AUTH,Huntingdon,Surface water,800,5,8.8,13.7,Local government,305,Rural,165,0,165
4310038,WALKER TWP MUNI AUTH,Huntingdon,Ground water,1450,4,8.8,13.7,Local government,593,Rural,35,0,35
4310050,MILL CREEK AREA MUN AUTH,Huntingdon,Ground water,1108,4,8.8,13.7,Local government,304,Rural,63,0,63
4310298,HARTSLOG COURTS,Huntingdon,Ground water,90,3,8.8,13.7,Private,53,Rural,128,0,128
4340001,BROOKLINE RETIREMENT VILLAGE,Juniata,Ground water,65,3,4.8,13.2,Private,41,Rural,18,0,18
4340002,MCALISTERVILLE AREA JOINT AUTH,Juniata,Groundwater under influence of surface water,825,10,4.8,13.2,Local government,425,Rural,60,1,61
4340003,BROOKLINE MANOR,Juniata,Ground water,100,3,4.8,13.2,Private,8,Rural,20,0,20
4340005,GRONINGER FARMS ARCH ROCK,Juniata,Ground water,175,5,4.8,13.2,Private,63,Rural,32,1,33
4340006,BENNERS MHP,Juniata,Ground water,60,3,4.8,13.2,Private,26,Rural,95,0,95
4340007,THOMPSONTOWN MUNI AUTH,Juniata,Ground water,1000,10,4.8,13.2,Local government,423,Rural,90,0,90
4340008,MIFFLINTOWN MUNI AUTH,Juniata,Surface water,4450,8,4.8,13.2,Local government,1500,Rural,1,0,1
4340009,RICHFIELD AREA JOINT AUTH,Juniata,Ground water,1000,10,4.8,13.2,Local government,230,Rural,3,0,3
4340010,PORT ROYAL MUNI AUTH,Juniata,Ground water,950,10,4.8,13.2,Private,415,Rural,39,0,39
4340011,JUNIATA HAVEN MHP,Juniata,Ground water,80,3,4.8,13.2,Private,28,Rural,52,0,52
4340016,LOCUST GROVE RETIREMENT HOME,Juniata,Ground water,177,4,4.8,13.2,Private,15,Rural,10,1,11
4340017,ORCHARD HILLS APTS,Juniata,Ground water,499,9,4.8,13.2,Private,175,Rural,12,0,12
4340018,AQUA PA INC MERIBAH WATER CO,Juniata,Ground water,135,6,4.8,13.2,Private,49,Rural,0,1,1
4340019,BERRYS PERSONAL CARE CTR,Juniata,Ground water,80,3,4.8,13.2,Public/Private,3,Rural,8,0,8
4410002,AMERICAN TEMPO VILLAGE PARK,Lycoming,Ground water,88,3,9.1,14.5,Private,38,Urban,15,0,15
4410005,HEATHERBROOKE ESTATES,Lycoming,Ground water,410,6,9.1,14.5,Private,130,Urban,7,2,9
4410007,FAIRLAWN TRAILER COURT,Lycoming,Ground water,63,3,9.1,14.5,Private,21,Urban,9,2,11
4410010,A B C #2 MOBILE HOME PARK,Lycoming,Ground water,75,3,9.1,14.5,Private,29,Urban,6,2,8
4410011,LYCOMING CREEK VILLAGE,Lycoming,Ground water,38,3,9.1,14.5,Private,21,Urban,0,0,0
4410016,BITTNERS MOBILE HOME PARK,Lycoming,Ground water,100,3,9.1,14.5,Private,50,Urban,185,12,197
4410019,PINECREST VILLAGE MHP,Lycoming,Groundwater under influence of surface water,195,10,9.1,14.5,Private,80,Urban,80,0,80
4410020,OLYMPIC VILLAGE,Lycoming,Ground water,98,6,9.1,14.5,Private,36,Urban,131,1,132
4410025,LOYALSOCK MOBILE HOME PARK,Lycoming,Ground water,85,3,9.1,14.5,Private,35,Urban,18,0,18
4410027,ORCHARD MOBILE HOME PARK,Lycoming,Ground water,325,6,9.1,14.5,Private,150,Urban,5,0,5
4410030,HARVEST MOON TRAILER COURT,Lycoming,Ground water,360,7,9.1,14.5,Private,170,Urban,24,0,24
4410031,CARPENTERS PARK INC,Lycoming,Ground water,120,5,9.1,14.5,Private,50,Urban,60,0,60
4410033,TWIN HILLS MOBILE HOME PARK,Lycoming,Ground water,225,4,9.1,14.5,Private,112,Urban,41,0,41
4410035,LCWSA HALLS STATION,Lycoming,Ground water,327,3,9.1,14.5,Local government,19,Urban,3,0,3
4410152,COGAN VALLEY MOBILE HOME PARK,Lycoming,Ground water,250,5,9.1,14.5,Private,77,Urban,83,0,83
4410153,OAK LYNN MANOR MOBILE HOME PK,Lycoming,Ground water,250,3,9.1,14.5,Private,86,Urban,4,0,4
4410154,MEADOW BROOK M H P,Lycoming,Ground water,224,5,9.1,14.5,Private,65,Urban,11,2,13
4410156,JERSEY SHORE AREA JNT WAT AUTH,Lycoming,Surface water,7200,12,9.1,14.5,Local government,2420,Urban,40,3,43
4410160,HIDDEN VALLEY MOBILE HOME CT,Lycoming,Ground water,60,3,9.1,14.5,Private,20,Urban,13,0,13
4410161,MONTGOMERY BORO WATR&SEWR AUTH,Lycoming,Ground water,2700,9,9.1,14.5,Local government,813,Urban,3,2,5
4410164,TIADAGHTON VIEW MHP,Lycoming,Ground water,175,5,9.1,14.5,Private,43,Urban,33,2,35
4410165,MUNCY BOROUGH WATER COMPANY,Lycoming,Ground water,2900,16,9.1,14.5,Local government,1030,Urban,3,0,3
4410166,FOXCROFT MANOR MOBILE HOME PK,Lycoming,Ground water,200,4,9.1,14.5,Private,80,Urban,5,0,5
4410169,VALI-VIEW MOBILE HOME PARK,Lycoming,Ground water,150,3,9.1,14.5,Private,60,Urban,9,3,12
4410171,RALSTON AREA JOINT AUTHORITY,Lycoming,Ground water,400,6,9.1,14.5,Local government,113,Urban,3,0,3
4410173,WILLIAMSPORT MUN WATER AUTH,Lycoming,Surface water,51000,16,9.1,14.5,Local government,18376,Urban,20,0,20
4410174,LCWSA VILLAGE WATER,Lycoming,Ground water,598,5,9.1,14.5,Private,130,Urban,2,0,2
4410175,MONTOURSVILLE WATER COMPANY,Lycoming,Ground water,4983,12,9.1,14.5,Local government,2146,Urban,6,1,7
4410176,MUNCY STATE CORRECTIONAL INST,Lycoming,Groundwater under influence of surface water,2050,7,9.1,14.5,State government,25,Urban,13,0,13
4410178,HUGHESVILLE BOROUGH WATER AUTH,Lycoming,Ground water,2800,9,9.1,14.5,Local government,1129,Urban,90,0,90
4410180,LCWSA LIMESTONE WATER,Lycoming,Surface water,825,6,9.1,14.5,Local government,250,Urban,24,0,24
4410182,ROARING BRANCH WATERWORKS,Lycoming,Ground water,90,3,9.1,14.5,Private,39,Urban,10,0,10
4410187,WATERVILLE WATER ASSOC,Lycoming,Ground water,98,3,9.1,14.5,Private,75,Urban,2,0,2
4440001,ELSESSERS MHP,Mifflin,Ground water,65,5,3.5,15.8,Private,27,Rural,1,0,1
4440005,NORTH HILLS MHP,Mifflin,Ground water,170,6,3.5,15.8,Private,50,Rural,7,1,8
4440008,ALLENSVILLE MUNI AUTH,Mifflin,Surface water,480,5,3.5,15.8,Local government,170,Rural,22,1,23
4440010,LEWISTOWN BORO MUNI AUTH,Mifflin,Surface water,26765,16,3.5,15.8,Local government,9100,Rural,10,0,10
4440011,MCVEYTOWN BORO AUTH,Mifflin,Ground water,342,5,3.5,15.8,Local government,201,Rural,78,1,79
4440013,NEWTON HAMILTON BORO,Mifflin,Ground water purchased,270,2,3.5,15.8,Local government,106,Rural,13,0,13
4440016,FOREST HILLS APTS,Mifflin,Ground water,200,4,3.5,15.8,Private,95,Rural,3,0,3
4440017,WAYNE TWP MUNI WATER AUTH,Mifflin,Ground water purchased,167,2,3.5,15.8,Local government,67,Rural,7,0,7
4440018,GRANVILLE TWP SUPERVISORS,Mifflin,Ground water,58,3,3.5,15.8,Local government,26,Rural,2,0,2
4470007,DANVILLE MUNICIPAL WATER AUTH,Montour,Surface water,4897,3,7.5,9.9,Local government,2272,Rural,6,0,6
4470008,BLUE SPRINGS TERRACE,Montour,Ground water,250,3,7.5,9.9,Private,120,Rural,9,2,11
4470010,MAHONING TWP MUN AUTH,Montour,Surface water purchased,1507,7,7.5,9.9,Local government,1094,Rural,7,0,7
4470015,PEPPER HILLS MOBILE HOME PARK,Montour,Ground water,170,4,7.5,9.9,Private,107,Rural,35,2,37
4470016,VALLEY TWP MUN AUTHORITY,Montour,Surface water purchased,95,2,7.5,9.9,Local government,62,Rural,19,0,19
4490004,BUCKNELL VIEW MHP,Northumberland,Ground water,100,5,6.7,13.8,Private,36,Urban,2,0,2
4490007,MUNICIPAL AUTHORITY SUNBURY,Northumberland,Surface water,11043,4,6.7,13.8,Local government,4331,Urban,2,0,2
4490016,TURBOTVILLE MUN WATER,Northumberland,Groundwater under influence of surface water,625,4,6.7,13.8,Local government,320,Urban,2,0,2
4490018,LOWER MAHANOY TWP MUN AUTH,Northumberland,Ground water,450,4,6.7,13.8,Private,183,Urban,1,1,2
4490019,KIPPS RUN MOBILE COURT,Northumberland,Ground water,19,3,6.7,13.8,Private,29,Urban,78,0,78
4490020,HERNDON BORO JACKSON TWP JMA,Northumberland,Ground water,432,7,6.7,13.8,Local government,213,Urban,15,1,16
4490021,D AND H TRAILER PARK,Northumberland,Ground water,50,3,6.7,13.8,Private,20,Urban,2,0,2
4490023,PA AMERICAN WHITE DEER,Northumberland,Surface water,29816,10,6.7,13.8,Private,12113,Urban,0,0,0
4490024,AQUA PA ROARING CREEK DIVISION,Northumberland,Surface water,43000,14,6.7,13.8,Private,17567,Urban,0,0,0
4490298,PA AMERICAN MCEWENSVILLE,Northumberland,Ground water,282,6,6.7,13.8,Private,118,Urban,2,0,2
4550005,SELINSGROVE MUN WATERWORKS,Snyder,Ground water,5584,11,4.5,10.8,Local government,1887,Rural,87,0,87
4550006,ADAMS TWP MUNICIPAL AUTHORITY,Snyder,Ground water,225,6,4.5,10.8,Local government,69,Rural,5,0,5
4550008,AQUA PA KRATZERVILLE,Snyder,Ground water,435,6,4.5,10.8,Private,145,Rural,0,0,0
4550009,AQUA PA MONROE TWP,Snyder,Ground water,2400,18,4.5,10.8,Private,948,Rural,4,0,4
4550011,SPRING TWP MUNICIPAL AUTHORITY,Snyder,Surface water,805,6,4.5,10.8,Local government,350,Rural,6,0,6
4550012,BEAVERTOWN MUNICIPAL AUTHORITY,Snyder,Ground water,935,6,4.5,10.8,Local government,440,Rural,42,0,42
4550013,FREEBURG MUNICIPAL AUTHORITY,Snyder,Groundwater under influence of surface water,685,5,4.5,10.8,Local government,258,Rural,12,5,17
4550014,KREAMER MUN AUTH,Snyder,Ground water,980,9,4.5,10.8,Local government,294,Rural,12,0,12
4550015,MCCLURE MUNICIPAL AUTHORITY,Snyder,Surface water,845,7,4.5,10.8,Local government,355,Rural,10,0,10
4550016,MIDDLEBURG MUNICIPAL AUTHORITY,Snyder,Surface water,1600,10,4.5,10.8,Local government,870,Rural,10,0,10
4550018,PERRY TWP MUNICIPAL AUTH,Snyder,Ground water,285,7,4.5,10.8,Local government,168,Rural,1,0,1
4550019,PENNS CREEK MUNICIPAL AUTH,Snyder,Ground water,725,8,4.5,10.8,Local government,189,Rural,170,0,170
4550022,SHAMOKIN DAM BOROUGH,Snyder,Surface water,1700,4,4.5,10.8,Local government,730,Rural,12,1,13
4550024,AQUA PA PENNSVIEW SYSTEM,Snyder,Ground water,350,5,4.5,10.8,Private,125,Rural,0,0,0
4550025,SALEM MANOR MOBILE HOME PARK,Snyder,Ground water,240,5,4.5,10.8,Private,103,Rural,45,0,45
4550028,PENN TOWNSHIP MUNICIPAL AUTH,Snyder,Ground water,150,4,4.5,10.8,Local government,129,Rural,0,0,0
4550800,SELINSGROVE CENTER,Snyder,Groundwater under influence of surface water,1280,9,4.5,10.8,State government,41,Rural,8,0,8
4560002,SOMERSET TWP LISTIE WATER SYS,Somerset,Ground water,218,4,5,12.7,Local government,60,Rural,67,0,67
4560003,SOMERSET ESTATES MHP,Somerset,Ground water,362,6,5,12.7,Private,85,Rural,69,0,69
4560004,GLADES PIKE ESTATES,Somerset,Ground water,180,4,5,12.7,Private,80,Rural,4,0,4
4560006,STONEBRIDGE GARDENS MHP,Somerset,Ground water,95,7,5,12.7,Private,55,Rural,31,1,32
4560012,MEYERSDALE MUNI AUTH,Somerset,Surface water,3019,9,5,12.7,Local government,1389,Rural,6,1,7
4560013,WINDBER AREA AUTH,Somerset,Ground water,9454,13,5,12.7,Local government,4339,Rural,25,0,25
4560014,MILFORD TWP MUNIC AUTH,Somerset,Ground water purchased,75,4,5,12.7,Local government,25,Rural,0,0,0
4560016,REST ASSURED ASSISTED LIVING,Somerset,Ground water,70,3,5,12.7,Private,1,Rural,43,0,43
4560017,JENNER TWP MUNI AUTH,Somerset,Surface water purchased,825,6,5,12.7,Local government,280,Rural,13,0,13
4560019,READING MINES,Somerset,Ground water,478,4,5,12.7,Local government,34,Rural,77,0,77
4560020,ROCKWOOD BORO MUNI AUTH,Somerset,Ground water,1250,6,5,12.7,Local government,500,Rural,0,0,0
4560021,CAIRNBROOK IMPROVEMENT ASSN,Somerset,Ground water,910,3,5,12.7,Private,240,Rural,14,0,14
4560024,SEVEN SPRINGS MUNI AUTH,Somerset,Groundwater under influence of surface water,3000,14,5,12.7,Local government,1250,Rural,5,0,5
4560025,INDIAN LAKE BORO WATERWORKS,Somerset,Ground water,1596,9,5,12.7,Local government,592,Rural,0,0,0
4560028,ADDISON AREA WATER AUTH,Somerset,Ground water,284,4,5,12.7,Local government,147,Rural,8,1,9
4560029,BERLIN BORO MUNI AUTH,Somerset,Ground water,2450,16,5,12.7,Local government,900,Rural,2,0,2
4560030,BOSWELL BORO MUNI AUTH,Somerset,Surface water purchased,2900,6,5,12.7,Local government,911,Rural,2,0,2
4560031,LINCOLN TWP MUNI AUTH,Somerset,Surface water purchased,1400,10,5,12.7,Local government,503,Rural,53,0,53
4560032,GAHAGEN WATER ASSN,Somerset,Surface water,49,3,5,12.7,Private,22,Rural,797,7,804
4560033,CONFLUENCE BORO MUNI AUTH,Somerset,Surface water,950,9,5,12.7,Local government,485,Rural,22,25,47
4560034,BROOK HAVEN ACRES,Somerset,Ground water,75,4,5,12.7,Private,32,Rural,28,11,39
4560035,GARRETT BORO WATER SYS,Somerset,Ground water,449,4,5,12.7,Local government,215,Rural,98,0,98
4560036,GRAY AREA WATR AUTH OF JEN TWP,Somerset,Ground water,389,4,5,12.7,Local government,178,Rural,71,0,71
4560037,HOOVERSVILLE MUNI AUTH,Somerset,Surface water,879,4,5,12.7,Local government,365,Rural,20,4,24
4560038,JENNERSTOWN MUNI AUTH,Somerset,Ground water,1337,9,5,12.7,Local government,650,Rural,34,1,35
4560039,PINE CREST ESTATES MOBILE HOME,Somerset,Surface water purchased,354,7,5,12.7,Private,167,Rural,17,0,17
4560040,SUNNY ACRES,Somerset,Ground water,390,5,5,12.7,Private,207,Rural,70,0,70
4560041,SALISBURY BORO WATER COMM,Somerset,Ground water,725,3,5,12.7,Local government,388,Rural,7,0,7
4560042,SOMERSET BORO MUNI WATER AUTH,Somerset,Surface water,8500,16,5,12.7,Local government,3237,Rural,14,0,14
4560045,CENTRAL CITY WATER AUTH,Somerset,Ground water,2200,4,5,12.7,Local government,915,Rural,0,0,0
4560046,SOMERSET TWP MUNI AUTH OAKRIDG,Somerset,Surface water purchased,3800,24,5,12.7,Local government,558,Rural,8,0,8
4560048,CONEMAUGH TWP MUNI AUTH,Somerset,Surface water,7800,18,5,12.7,Local government,2533,Rural,10,0,10
4560049,HIDDEN VALLEY RESORT LP,Somerset,Ground water,750,4,5,12.7,Private,1067,Rural,23,0,23
4560050,WILBUR COMMUNITY WATER,Somerset,Ground water,97,4,5,12.7,Private,55,Rural,0,0,0
4560053,HILLCREST MANOR ESTATES,Somerset,Ground water,250,4,5,12.7,Private,106,Rural,76,0,76
4560057,SOMERSET TWP M A FREIDENS,Somerset,Surface water purchased,928,4,5,12.7,Local government,32,Rural,2,0,2
4600003,PINE VALLEY MOBILE HOME COURT,Union,Ground water,425,6,15.4,12.8,Private,170,Urban,7,0,7
4600005,ROLLING HILLS MANOR,Union,Ground water,64,3,15.4,12.8,Public/Private,2,Urban,40,0,40
4600010,NEW BERLIN MUNICIPAL AUTHORITY,Union,Ground water,990,13,15.4,12.8,Local government,331,Urban,0,0,0
4600012,MIFFLINBURG BORO WATER DEPT,Union,Surface water,3690,7,15.4,12.8,Local government,1463,Urban,15,1,16
4600015,WEST BUFFALO TWP MUN AUTH,Union,Surface water purchased,333,3,15.4,12.8,Local government,160,Urban,8,0,8
5020003,ASPINWALL BORO WATER DEPT,Allegheny,Surface water purchased,3151,11,20.4,13,Local government,1208,Urban,2,0,2
5020004,BLAWNOX BORO WATER DEPT,Allegheny,Surface water purchased,2200,3,20.4,13,Local government,727,Urban,3,0,3
5020006,BRACKENRIDGE BORO WATER DEPT,Allegheny,Surface water,3700,7,20.4,13,Local government,1363,Urban,6,0,6
5020007,BRADDOCK BORO WATER AUTH,Allegheny,Surface water purchased,2008,3,20.4,13,Local government,688,Urban,3,0,3
5020008,CHESWICK BORO WATER DEPT,Allegheny,Ground water purchased,1861,9,20.4,13,Local government,907,Urban,3,0,3
5020009,HARMAR TWP MUNI AUTH,Allegheny,Ground water,3200,9,20.4,13,Local government,1087,Urban,7,1,8
5020010,CORAOPOLIS WATER & SEWER AUTH,Allegheny,Surface water purchased,6000,17,20.4,13,Local government,2616,Urban,1,0,1
5020011,MOON TWP MUNI AUTH,Allegheny,Surface water,38000,16,20.4,13,Local government,7938,Urban,0,0,0
5020012,DUQUESNE WATER DEPT,Allegheny,Surface water purchased,5565,5,20.4,13,Local government,1938,Urban,5,3,8
5020013,EAST DEER TWP WATER DEPT,Allegheny,Surface water purchased,2000,4,20.4,13,Local government,668,Urban,20,0,20
5020015,EDGEWORTH BORO MUNI AUTH,Allegheny,Surface water purchased,7781,10,20.4,13,Local government,2341,Urban,1,0,1
5020018,RICHLAND TWP WATER AUTHORITY,Allegheny,Surface water purchased,10190,8,20.4,13,Local government,3780,Urban,2,0,2
5020019,HAMPTON SHALER WATER AUTHORITY,Allegheny,Surface water purchased,62497,32,20.4,13,Local government,24021,Urban,0,0,0
5020021,SPRINGDALE TWP WATER DEPT,Allegheny,Ground water purchased,1600,8,20.4,13,Local government,810,Urban,11,0,11
5020027,MONROEVILLE MUNICIPAL AUTH,Allegheny,Surface water purchased,48500,14,20.4,13,Local government,10582,Urban,2,3,5
5020029,NEVILLE TWP WATER DEPT,Allegheny,Surface water purchased,6750,4,20.4,13,Local government,617,Urban,9,0,9
5020034,WESTERN ALLEGHENY COUNTY MUN A,Allegheny,Surface water purchased,19031,14,20.4,13,Local government,6802,Urban,17,1,18
5020036,OAKMONT WATER AUTHORITY,Allegheny,Surface water,42410,12,20.4,13,Local government,16779,Urban,0,0,0
5020038,PITTSBURGH WATER & SEWER AUTH,Allegheny,Surface water,520000,17,20.4,13,Local government,74030,Urban,23,0,23
5020039,PA AMER WATER CO-PITTSBURGH,Allegheny,Surface water,686000,14,20.4,13,Private,205745,Urban,0,0,0
5020040,FOX CHAPEL AUTH,Allegheny,Surface water purchased,18500,9,20.4,13,Local government,5477,Urban,2,0,2
5020041,PLUM BORO MUNI AUTH,Allegheny,Surface water purchased,27500,21,20.4,13,Local government,9765,Urban,0,1,1
5020043,WEST VIEW WATER AUTHORITY,Allegheny,Surface water,200000,26,20.4,13,Local government,54116,Urban,35,2,37
5020045,ROBINSON TWP MUNI AUTH,Allegheny,Surface water,16354,12,20.4,13,Local government,4953,Urban,3,0,3
5020047,RESERVE TWP WATER DEPT,Allegheny,Surface water purchased,3333,2,20.4,13,Local government,1489,Urban,3,0,3
5020050,SEWICKLEY BORO WATER AUTH,Allegheny,Surface water purchased,6800,9,20.4,13,Local government,2185,Urban,6,0,6
5020053,SPRINGDALE BORO WATER DEPT,Allegheny,Ground water,3405,9,20.4,13,Local government,1680,Urban,4,0,4
5020055,TARENTUM BORO WATER DEPT,Allegheny,Surface water,4927,5,20.4,13,Local government,1978,Urban,4,0,4
5020056,WILKINSBURG-PENN JT WATER AUTH,Allegheny,Surface water,125000,16,20.4,13,Local government,39302,Urban,50,5,55
5020067,OAKDALE BORO WATER DEPT,Allegheny,Surface water purchased,1459,4,20.4,13,Local government,691,Urban,2,0,2
5020070,ALEPPO TWP AUTH,Allegheny,Surface water purchased,2200,4,20.4,13,Local government,732,Urban,0,0,0
5020076,FAWN FRAZER JT WATER AUTH,Allegheny,Surface water purchased,4461,11,20.4,13,Local government,1920,Urban,10,1,11
5020078,FINDLAY TWP MUNICIPAL AUTH,Allegheny,Surface water purchased,11460,7,20.4,13,Local government,2110,Urban,7,0,7
5020108,HARRISON TWP WATER AUTH,Allegheny,Surface water,13411,6,20.4,13,Local government,4899,Urban,2,0,2
5030002,DAYTON MUNI WATER DEPT,Armstrong,Ground water,583,5,2.6,13,Local government,289,Rural,8,1,9
5030004,E ARMSTRONG CNTY MUNI AUTH,Armstrong,Ground water,1875,8,2.6,13,Local government,372,Rural,0,0,0
5030005,FORD CITY MUNI WATER WORKS,Armstrong,Ground water,2991,7,2.6,13,Local government,1710,Rural,2,0,2
5030006,MANOR TWP JT MUNI AUTH,Armstrong,Ground water,6744,8,2.6,13,Local government,2471,Rural,4,1,5
5030008,PA-AMERICAN WATER CO-KITTANNIG,Armstrong,Surface water,5000,3,2.6,13,Private,2069,Rural,1,1,2
5030010,GILPIN TWP MUNI AUTH,Armstrong,Surface water purchased,2050,2,2.6,13,Local government,702,Rural,8,0,8
5030012,RURAL VALLEY WATER WORKS,Armstrong,Ground water,945,11,2.6,13,Local government,376,Rural,15,0,15
5030013,KITTANNING PLUMCREEK WATR AUTH,Armstrong,Ground water purchased,400,5,2.6,13,Local government,233,Rural,1,0,1
5030016,TEMPLETON WATER CO,Armstrong,Ground water,474,5,2.6,13,Private,187,Rural,49,0,49
5030019,BUFFALO TWP MUN AUTH FREEPORT,Armstrong,Surface water,5849,5,2.6,13,Local government,2400,Rural,19,0,19
5030021,COWANSHANNOCK MA-MARGARET SYS,Armstrong,Ground water,95,7,2.6,13,Local government,34,Rural,10,0,10
5030022,COWANSHANNOCK M A SAGAMORE SYS,Armstrong,Ground water,300,4,2.6,13,Local government,115,Rural,15,0,15
5030024,MAHONING TWP MUNI AUTH,Armstrong,Surface water purchased,900,2,2.6,13,Local government,346,Rural,18,2,20
5030025,PARKS TWP MUNI AUTH,Armstrong,Surface water purchased,2114,2,2.6,13,Local government,553,Rural,3,0,3
5030027,WORTHINGTON WEST FRANKLIN JMA,Armstrong,Ground water,1500,10,2.6,13,Local government,507,Rural,1,1,2
5030034,SUGAR CREEK RESTHOME,Armstrong,Ground water,176,4,2.6,13,Private,14,Rural,4,0,4
5030037,BRADYS BEND WATER & SEW AUTH,Armstrong,Groundwater under influence of surface water,625,6,2.6,13,Local government,151,Rural,7,0,7
5030043,KITTANNING SUBURB JT WATER AUT,Armstrong,Surface water,8000,6,2.6,13,Local government,2103,Rural,8,0,8
5030045,WEST KITTANNING MUNI AUTH,Armstrong,Surface water purchased,2000,3,2.6,13,Local government,623,Rural,7,0,7
5030047,COWANSHAN YATESBORO NUMINE SYS,Armstrong,Ground water,1200,5,2.6,13,Local government,287,Rural,9,0,9
5030049,SOUTH BUFFALO TWP MUNI AUTH,Armstrong,Surface water purchased,1214,4,2.6,13,Local government,313,Rural,12,2,14
5040002,HARSHBARGER MHP,Beaver,Groundwater under influence of surface water,90,8,10,11.9,Private,48,Urban,36,4,40
5040006,MUN WATER AUTH OF ALIQUIPPA,Beaver,Ground water,14250,14,10,11.9,Local government,6154,Urban,33,2,35
5040007,CENTER TWP WATER AUTH,Beaver,Surface water,19000,9,10,11.9,Local government,4819,Urban,65,3,68
5040008,AMBRIDGE WATER AUTH,Beaver,Surface water,19500,5,10,11.9,Local government,7307,Urban,4,1,5
5040009,BEAVER BORO MUNI AUTH,Beaver,Ground water,5799,7,10,11.9,Local government,1828,Urban,44,0,44
5040010,NORTH SEWICKLEY MUN WATER AUTH,Beaver,Surface water purchased,4578,8,10,11.9,Local government,1780,Urban,5,0,5
5040011,PINEHURST MOBILE ESTATES,Beaver,Ground water,130,4,10,11.9,Private,87,Urban,3,0,3
5040012,BEAVER FALLS MUNI AUTH,Beaver,Surface water,50000,6,10,11.9,Local government,16528,Urban,62,2,64
5040017,BRIGHTON TWP MUNI AUTH,Beaver,Ground water purchased,7920,7,10,11.9,Local government,3045,Urban,0,0,0
5040018,ANKROM ACRES MHP,Beaver,Ground water,24,4,10,11.9,Private,28,Urban,129,1,130
5040019,INDEPENDENCE PARK,Beaver,Ground water,225,11,10,11.9,Private,90,Urban,60,2,62
5040022,BOROUGH OF CONWAY,Beaver,Surface water purchased,2176,5,10,11.9,Local government,995,Urban,1,0,1
5040026,COLONIAL GLENN ESTATES,Beaver,Ground water,50,5,10,11.9,Private,29,Urban,30,1,31
5040028,KNOB VUE ESTATES,Beaver,Ground water,150,16,10,11.9,Private,100,Urban,3,0,3
5040035,SUNRISE MOBILE COURT,Beaver,Ground water,90,8,10,11.9,Private,28,Urban,45,0,45
5040036,INDUSTRY BORO MUNI AUTH,Beaver,Ground water,1865,5,10,11.9,Local government,699,Urban,2,0,2
5040038,MIDLAND BORO MUNI AUTH,Beaver,Surface water,3100,3,10,11.9,Local government,1006,Urban,46,12,58
5040039,MONACA BORO WATER DEPT,Beaver,Ground water,6500,9,10,11.9,Local government,2476,Urban,33,0,33
5040044,OHIOVILLE BORO MUNI AUTH,Beaver,Ground water purchased,2645,7,10,11.9,Local government,998,Urban,3,3,6
5040048,FOREST BROOK MHP,Beaver,Surface water purchased,200,16,10,11.9,Private,131,Urban,1,0,1
5040049,WHISPERING WOODS,Beaver,Ground water,66,4,10,11.9,Private,38,Urban,8,0,8
5040050,PENN HILLS ESTATE OF ROCHESTER,Beaver,Ground water,27,7,10,11.9,Private,25,Urban,245,0,245
5040051,LITTLE CREEK ESTATES M H P,Beaver,Ground water,70,4,10,11.9,Private,35,Urban,6,0,6
5040055,VANPORT TWP MUNI AUTH,Beaver,Ground water,1450,9,10,11.9,Local government,314,Urban,0,0,0
5040056,SKY VIEW TERRACE,Beaver,Ground water,50,5,10,11.9,Private,30,Urban,29,1,30
5040059,GLASGOW MUNICIPAL WATER WORKS,Beaver,Ground water,55,5,10,11.9,Local government,19,Urban,59,1,60
5040063,CRESWELL HEIGHTS JT AUTH,Beaver,Ground water,15000,12,10,11.9,Local government,5714,Urban,3,1,4
5040078,COLE MOBILE HOME PARK,Beaver,Ground water,70,5,10,11.9,Private,40,Urban,27,1,28
5040080,BADEN BORO WATER DEPT,Beaver,Surface water purchased,4377,4,10,11.9,Local government,1644,Urban,13,0,13
5040085,NEW SEWICKLEY TWP MUNI AUTH,Beaver,Surface water purchased,2025,7,10,11.9,Local government,829,Urban,4,1,5
5040086,SHIPPINGPORT BORO WATER SYS,Beaver,Surface water purchased,222,3,10,11.9,Local government,97,Urban,6,2,8
5040087,MARION TWP WATER SYS,Beaver,Surface water purchased,700,4,10,11.9,Local government,121,Urban,4,0,4
5040847,LAKEVIEW PERSONAL CARE,Beaver,Ground water,101,6,10,11.9,Private,1,Urban,14,0,14
5100004,WOODBINE OAKS MHP,Butler,Ground water,80,7,4.7,9.1,Private,35,Urban,23,0,23
5100008,PORT O CALL MHP,Butler,Ground water,286,5,4.7,9.1,Public/Private,155,Urban,3,0,3
5100009,ROLLING VALLEY ESTATES,Butler,Ground water,180,6,4.7,9.1,Private,76,Urban,1,0,1
5100012,PA AMERICAN WATER CO BUTLER,Butler,Surface water,43044,10,4.7,9.1,Private,16871,Urban,0,0,0
5100015,PINEHURST MANOR MHP,Butler,Ground water,95,4,4.7,9.1,Private,50,Urban,1,0,1
