PWS_ID,PWS_Name,County_Name,Ownership,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
4310050,MILL CREEK AREA MUNI AUTH,Huntingdon,Authority,Ground water,1108,4,3.330411919,2.278702892,0.087642419,0.175284838,Local government,304,Rural,63,0,63
4310298,HARTSLOG COURTS MHP,Huntingdon,Mobile Home Park,Ground water,90,3,2.941176471,30.88235294,22.05882353,5.882352941,Private,53,Rural,128,0,128
4340002,MCALISTERVILLE AREA JT AUTH,Juniata,Authority,Groundwater under influence of surface water,825,10,4.87804878,5.021520803,0.573888092,4.447632712,Local government,425,Rural,60,1,61
4340003,BROOKLINE MANOR,Juniata,Private Investor Owned,Ground water,100,3,0,0,0,0,Private,8,Rural,20,0,20
4340005,GRONINGER FARMS ARCH ROCK,Juniata,Private Investor Owned,Ground water,175,5,4.761904762,4.761904762,0,4.761904762,Private,63,Rural,32,1,33
4340006,BENNERS MHP,Juniata,Mobile Home Park,Ground water,60,3,0,0,0,0,Private,26,Rural,95,0,95
4340007,THOMPSONTOWN WATER SYS,Juniata,Authority,Ground water,1000,10,2.229845626,2.401372213,0.171526587,1.715265866,Local government,423,Rural,90,0,90
4340008,MIFFLINTOWN MUNI AUTH,Juniata,Authority,Surface water,4450,8,3.657262278,5.78892372,0.752351097,3.991640543,Local government,1500,Rural,1,0,1
4340009,RICHFIELD AREA JOINT AUTH,Juniata,Auth Leases Back To Mun,Ground water,1000,10,3.095238095,3.571428571,1.071428571,0.833333333,Local government,230,Rural,3,0,3
4340010,PORT ROYAL MUNI AUTH,Juniata,Authority,Ground water,950,10,2.282541641,7.958050586,1.295496607,4.071560765,Private,415,Urban,39,0,39
4340011,JUNIATA HAVEN MHP,Juniata,Mobile Home Park,Ground water,80,3,0,10,0,5,Private,28,Urban,52,0,52
4340016,LOCUST GROVE RETIREMENT VILLAG,Juniata,Institutional Health,Ground water,177,4,0,10,0,0,Private,15,Urban,10,1,11
4340017,ORCHARD HILLS APT,Juniata,Apartments,Ground water,499,9,2.189781022,8.02919708,1.459854015,4.379562044,Private,175,Urban,12,0,12
4340018,AQUA PA MERIBAH,Juniata,Private Investor Owned,Ground water,135,6,0,0,0,0,Private,49,Rural,0,1,1
4410002,AMER TEMPO VILLAGE MHP,Lycoming,Mobile Home Park,Ground water,88,3,0,11.11111111,0,0,Private,38,Urban,15,0,15
4410005,HEATHERBROOK ESTATES MHP,Lycoming,Mobile Home Park,Ground water,410,6,2.542372881,4.237288136,0,1.694915254,Private,130,Urban,7,2,9
4410007,FAIRLAWN TRAILER COURT,Lycoming,Mobile Home Park,Ground water,63,3,1.923076923,5.769230769,1.923076923,1.923076923,Private,21,Urban,9,2,11
4410010,ABC MHP  2,Lycoming,Mobile Home Park,Ground water,75,3,0,7.142857143,0,0,Private,29,Urban,6,2,8
4410011,LYCOMING CREEK VILLAGE,Lycoming,Mobile Home Park,Ground water,38,3,0,5,0,0,Private,21,Urban,0,0,0
4410016,BITTNERS MHP,Lycoming,Mobile Home Park,Ground water,100,3,3.846153846,7.692307692,0,0,Private,50,Rural,185,12,197
4410019,PINECREST VILLAGE MHP,Lycoming,Mobile Home Park,Groundwater under influence of surface water,195,10,1.176470588,2.156862745,0.392156863,1.176470588,Private,80,Rural,80,0,80
4410020,OLYMPIC VILLAGE,Lycoming,Mobile Home Park,Ground water,98,6,7.407407407,3.703703704,0,0,Private,36,Rural,131,1,132
4410027,ORCHARD MHP,Lycoming,Mobile Home Park,Ground water,325,6,3.514376997,2.555910543,1.277955272,0.319488818,Private,150,Urban,5,0,5
4410030,HARVEST MOON MHP,Lycoming,Mobile Home Park,Ground water,360,7,5.376344086,4.838709677,1.075268817,0.537634409,Private,170,Urban,24,0,24
4410031,CARPENTERS PARK INC,Lycoming,Mobile Home Park,Ground water,120,5,5.454545455,5.454545455,0,0,Private,50,Rural,60,0,60
4410033,TWIN HILLS VILLAGE MHP,Lycoming,Mobile Home Park,Ground water,225,4,4.62962963,3.703703704,0.925925926,0.925925926,Private,112,Urban,41,0,41
4410035,LCWSA HALLS STATION SYS,Lycoming,Authority,Ground water,327,3,2.837209302,4.093023256,0.093023256,1.534883721,Local government,19,Rural,3,0,3
4410152,COGAN VALLEY MHP,Lycoming,Mobile Home Park,Ground water,250,5,2,6,2,2,Private,77,Urban,83,0,83
4410153,OAK LYNN MANOR MHP,Lycoming,Mobile Home Park,Ground water,250,3,3.184713376,2.547770701,1.27388535,0,Private,86,Urban,4,0,4
4410154,MEADOWBROOK MHP LYCOMING CNTY,Lycoming,Mobile Home Park,Ground water,224,5,2.857142857,4.285714286,0,1.428571429,Private,65,Urban,11,2,13
4410156,JERSEY SHORE AREA JT WATER AUTH,Lycoming,Authority,Surface water,7200,12,5.38450724,2.404048925,1.012231126,0.576409391,Local government,2420,Rural,40,3,43
4410160,HIDDEN VALLEY MHP,Lycoming,Mobile Home Park,Ground water,60,3,0,0,0,0,Private,20,Rural,13,0,13
4410161,MONTGOMERY WATER & SEWER AUTH,Lycoming,Auth Leases Back To Mun,Ground water,2700,9,2.411208863,11.63245357,5.278592375,3.388725969,Local government,813,Rural,3,2,5
4410164,TIADAGHTON VIEW MHP,Lycoming,Mobile Home Park,Ground water,175,5,0,0,0,0,Private,43,Rural,33,2,35
4410165,MUNCY BORO MUNI AUTH,Lycoming,Auth Leases Back To Mun,Ground water,2900,16,2.789699571,4.077253219,0.08583691,1.587982833,Local government,1030,Urban,3,0,3
4410166,FOXCROFT MANOR MHP,Lycoming,Mobile Home Park,Ground water,200,4,5.263157895,5.263157895,0,0,Private,80,Rural,5,0,5
4410169,VALI VIEW MHP,Lycoming,Mobile Home Park,Ground water,150,3,4.285714286,2.857142857,0,0,Private,60,Urban,9,3,12
4410171,RALSTON AREA JT,Lycoming,Authority,Ground water,400,6,2.040816327,2.040816327,0,0.510204082,Local government,113,Rural,3,0,3
4410173,WILLIAMSPORT MUNI WATER AUTH,Lycoming,Authority,Surface water,51000,16,8.327192336,16.14275187,9.803137172,2.667649226,Local government,18376,Urban,20,0,20
4410174,LCWSA VILLAGE WATER SYS,Lycoming,Private Investor Owned,Ground water,598,5,4.298150163,3.482045702,0.652883569,0.652883569,Private,130,Urban,2,0,2
4410175,MONTOURSVILLE MUNI WATERWORKS,Lycoming,Municipal,Ground water,4983,12,4.41238863,4.051760713,0.042426814,1.718285957,Local government,2146,Rural,6,1,7
4410176,MUNCY STATE CORR INST,Lycoming,Institutional Correctional,Groundwater under influence of surface water,2050,7,2.506963788,11.69916435,5.292479109,3.342618384,State government,25,Urban,13,0,13
4410178,HUGHESVILLE BORO WATER CO,Lycoming,Auth Leases Back To Mun,Ground water,2800,9,3.407960199,2.562189055,1.144278607,0.248756219,Local government,1129,Urban,90,0,90
4410180,LCWSA LIMESTONE SYS,Lycoming,Authority,Surface water,825,6,2.182284981,1.283697048,0,0.513478819,Local government,250,Rural,24,0,24
4410182,ROARING BRANCH WATER WORKS,Lycoming,Authority,Ground water,90,3,2.272727273,2.272727273,0,0,Private,39,Rural,10,0,10
4410187,WATERVILLE WATER ASSN,Lycoming,Association - Co-Op,Ground water,98,3,3.007518797,0.751879699,0,0,Private,75,Rural,2,0,2
4440001,ELSESSERS MHP,Mifflin,Mobile Home Park,Ground water,65,5,5,5,0,5,Private,27,Urban,1,0,1
4440005,NORTH HILLS MHP,Mifflin,Mobile Home Park,Ground water,170,6,7.692307692,0,0,0,Private,50,Urban,7,1,8
4440008,ALLENSVILLE MUNI AUTH,Mifflin,Authority,Surface water,480,5,4.821802935,1.257861635,0.419287212,0.209643606,Local government,170,Rural,22,1,23
4440010,LEWISTOWN BORO MUNI AUTH,Mifflin,Authority,Surface water,26765,16,6.732117812,4.026721783,0.823060456,1.546467853,Local government,9100,Rural,10,0,10
4440011,MCVEYTOWN BORO AUTH,Mifflin,Authority,Ground water,342,5,2.4,2.133333333,0.266666667,0.8,Local government,201,Rural,78,1,79
4440013,NEWTON HAMILTON BORO AUTH,Mifflin,Auth Leases Bk To Mun(Pu),Ground water purchased,270,2,5.11627907,4.651162791,1.395348837,0.930232558,Local government,106,Urban,13,0,13
4440016,FOREST HILLS APTS,Mifflin,Apartments,Ground water,200,4,5.714285714,5.714285714,0,2.857142857,Private,95,Urban,3,0,3
4440017,WAYNE TWP MUNI WATER AUTH,Mifflin,Authority - (Purchases),Ground water purchased,167,2,4.761904762,4.761904762,1.19047619,1.19047619,Local government,67,Rural,7,0,7
4440018,GRANVILLE TWP SEWER & WATER HAWSTONE,Mifflin,Municipal,Ground water,58,3,7.142857143,7.142857143,0,0,Local government,26,Rural,2,0,2
4470007,DANVILLE BORO MUNI AUTH,Montour,Authority,Surface water,4897,3,4.51544196,9.861554846,0.937167199,5.516506922,Local government,2272,Urban,6,0,6
4470008,BLUE SPRINGS TERRACE,Montour,Mobile Home Park,Ground water,250,3,2.173913043,1.449275362,0.724637681,0,Private,120,Rural,9,2,11
4470010,MAHONING TWP,Montour,Authority - (Purchases),Surface water purchased,1507,7,5.971197752,15.20899192,2.809975413,3.512469266,Local government,1094,Urban,7,0,7
4470015,PEPPER HILLS MHP,Montour,Mobile Home Park,Ground water,170,4,1.111111111,4.444444444,1.111111111,1.111111111,Private,107,Rural,35,2,37
4470016,VALLEY TWP MUNI AUTH,Montour,Auth Leases Bk To Mun(Pu),Surface water purchased,95,2,1.893597836,5.22993688,1.713255185,0.991884581,Local government,62,Rural,19,0,19
4490004,BUCKNELL VIEW MHP,Northumberland,Mobile Home Park,Ground water,100,5,2.5,2.5,0,2.5,Private,36,Urban,2,0,2
4490007,SUNBURY MUNI AUTH,Northumberland,Authority,Surface water,11043,4,8.600226074,9.966088922,2.373775433,6.527882442,Local government,4331,Urban,2,0,2
4490016,TURBOTVILLE MUNI AUTH,Northumberland,Auth Leases Back To Mun,Groundwater under influence of surface water,625,4,2.218114603,0.924214418,0.184842884,0.369685767,Local government,320,Rural,2,0,2
4490018,LOWER MAHANOY TWP MUNI AUTH,Northumberland,Authority,Ground water,450,4,1.639344262,2.459016393,0,1.366120219,Private,183,Rural,1,1,2
4490019,KIPPS RUN MHP,Northumberland,Mobile Home Park,Ground water,19,3,0,0,0,0,Private,29,Urban,78,0,78
4490020,HERNDON BORO MUNI WATER SYS,Northumberland,Authority,Ground water,432,7,1.531728665,2.407002188,0,1.312910284,Local government,213,Rural,15,1,16
4490021,D AND H TRAILER PARK,Northumberland,Mobile Home Park,Ground water,50,3,0,0,0,0,Private,20,Urban,2,0,2
4490023,PA AMER WATER CO WHITE DEER DIST,Northumberland,Private Investor Owned,Surface water,29816,10,14.83988355,7.746239689,1.804949054,3.26783115,Private,12113,Urban,0,0,0
4490024,AQUA PA ROARING CREEK,Northumberland,Private Investor Owned,Surface water,43000,14,5.902352441,9.404764881,5.104872378,2.764930877,Private,17567,Rural,0,0,0
4490298,PA AMER WATER CO MCEWENSVILLE,Northumberland,Authority,Ground water,282,6,5.529953917,3.225806452,1.382488479,1.382488479,Private,118,Rural,2,0,2
4550005,SELINSGROVE MUNI WATERWORKS,Snyder,Auth Leases Back To Mun,Ground water,5584,11,24.6410211,9.643680199,3.510015955,4.219110087,Local government,1887,Urban,87,0,87
4550006,ADAMS TWP MUNI AUTH,Snyder,Auth Leases Back To Mun,Ground water,225,6,1.923076923,2.403846154,0,0.480769231,Local government,69,Rural,5,0,5
4550008,AQUA PA KRATZERVILLE WATER SYS,Snyder,Authority,Ground water,435,6,3.664921466,7.329842932,0.523560209,4.712041885,Private,145,Urban,0,0,0
4550009,AQUA PA MONROE MANOR,Snyder,Private Investor Owned,Ground water,2400,18,2.784503632,4.19693301,0,1.452784504,Private,948,Urban,4,0,4
4550011,SPRING TWP MUNI AUTH,Snyder,Auth Leases Back To Mun,Surface water,805,6,2.979842244,1.66520596,0.964066608,0.438212095,Local government,350,Rural,6,0,6
4550012,BEAVERTOWN BORO,Snyder,Auth Leases Back To Mun,Ground water,935,6,2.1,2.4,0.2,0.4,Local government,440,Rural,42,0,42
4550013,FREEBURG MUNI AUTH,Snyder,Auth Leases Back To Mun,Groundwater under influence of surface water,685,5,2.857142857,1.26984127,0,1.111111111,Local government,258,Rural,12,5,17
4550014,KREAMER MUNI AUTH,Snyder,Authority,Ground water,980,9,3.598099117,7.264086897,0.678886626,4.548540394,Local government,294,Urban,12,0,12
4550015,MCCLURE MUNI AUTH,Snyder,Authority,Surface water,845,7,2.966625464,1.73053152,0.988875155,0.370828183,Local government,355,Rural,10,0,10
4550016,MIDDLEBURG MUNI AUTH,Snyder,Auth Leases Back To Mun,Surface water,1600,10,2.907836373,3.006407097,1.232134056,0.44356826,Local government,870,Rural,10,0,10
4550018,PERRY TWP MUNI AUTH SNYDER CNTY,Snyder,Authority,Ground water,285,7,2.058823529,2.352941176,0.294117647,0.294117647,Local government,168,Rural,1,0,1
4550019,PENNS CREEK MUNI WATER AUTH,Snyder,Authority,Ground water,725,8,2.981651376,2.981651376,1.146788991,0.458715596,Local government,189,Rural,170,0,170
4550022,SHAMOKIN DAM BORO,Snyder,Municipal,Surface water,1700,4,2.767527675,4.18204182,0,1.414514145,Local government,730,Urban,12,1,13
4550024,AQUA PA PENNSVIEW SYS,Snyder,Private Investor Owned,Ground water,350,5,3.418803419,6.837606838,0.854700855,4.273504274,Private,125,Rural,0,0,0
4550025,SALEM MANOR MHP,Snyder,Mobile Home Park,Ground water,240,5,3.333333333,7.5,0.833333333,4.166666667,Private,103,Urban,45,0,45
4550028,PENN TWP MUNI AUTH SNYDER CNTY,Snyder,Auth Leases Back To Mun,Ground water,150,4,3.558718861,7.295373665,0.711743772,4.62633452,Local government,129,Rural,0,0,0
4550800,SELINSGROVE CENTER,Snyder,Institutional Health,Groundwater under influence of surface water,1280,9,3.578528827,7.157057654,0.795228628,4.572564612,State government,41,Urban,8,0,8
4560002,SOMERSET TWP MUNI AUTH LISTIE,Somerset,Authority,Ground water,218,4,4.255319149,14.89361702,10.63829787,4.255319149,Local government,60,Rural,67,0,67
4560003,SOMERSET ESTATES,Somerset,Mobile Home Park,Ground water,362,6,3.125,25,19.140625,3.90625,Private,85,Urban,69,0,69
4560004,GLADES PIKE ESTATES,Somerset,Mobile Home Park,Ground water,180,4,3.296703297,25.27472527,18.68131868,4.395604396,Private,80,Rural,4,0,4
4560006,STONEBRIDGE GARDENS MHP,Somerset,Mobile Home Park,Ground water,95,7,0,0,0,0,Private,55,Rural,31,1,32
4560012,MEYERSDALE MUNI AUTH,Somerset,Authority,Surface water,3019,9,4.920699471,1.138674258,0.284668564,0.406669378,Local government,1389,Urban,6,1,7
4560013,WINDBER AREA AUTH,Somerset,Authority,Ground water,9454,13,4.8,3.667692308,0.123076923,1.095384615,Local government,4339,Rural,25,0,25
4560017,JENNER TWP MUNI WATER AUTH,Somerset,Authority - (Purchases),Surface water purchased,825,6,5.080545229,1.734820322,0.371747212,0.619578686,Local government,280,Rural,13,0,13
4560019,READING MINES,Somerset,Authority,Ground water,478,4,3.344481605,0.668896321,0,0,Local government,34,Rural,77,0,77
4560020,ROCKWOOD BORO MUNI AUTH,Somerset,Auth Leases Back To Mun,Ground water,1250,6,1.894186806,1.894186806,0.195950359,0.587851078,Local government,500,Rural,0,0,0
4560021,CAIRNBROOK IMPROVEMENT ASSN,Somerset,Association - Co-Op,Ground water,910,3,2.434456929,3.183520599,0.187265918,1.123595506,Private,240,Rural,14,0,14
4560024,SEVEN SPRINGS MUNI AUTH,Somerset,Authority,Groundwater under influence of surface water,3000,14,3.909952607,1.777251185,0.473933649,0.236966825,Local government,1250,Rural,5,0,5
4560025,INDIAN LAKE BORO WATERWORKS,Somerset,Municipal,Ground water,1596,9,4.166666667,0.833333333,0,0,Local government,592,Rural,0,0,0
4560028,ADDISON AREA WATER AUTH,Somerset,Authority,Ground water,284,4,3.726708075,0.931677019,0,0.310559006,Local government,147,Rural,8,1,9
4560029,BERLIN BORO MUNI AUTH,Somerset,Authority,Ground water,2450,16,3.311590567,2.609131962,0.351229303,1.304565981,Local government,900,Rural,2,0,2
4560030,BOSWELL MUNI WATER AUTH,Somerset,Authority,Surface water purchased,2900,6,5.112044818,1.75070028,0.350140056,0.630252101,Local government,911,Rural,2,0,2
4560031,LINCOLN TWP MUNI AUTH,Somerset,Authority,Surface water purchased,1400,10,3.629976581,0.93676815,0.117096019,0.585480094,Local government,503,Rural,53,0,53
4560032,GAHAGEN WATER ASSN,Somerset,Association - Co-Op,Surface water,49,3,0,5.263157895,0,0,Private,22,Rural,797,7,804
4560033,CONFLUENCE BORO MUNI AUTH,Somerset,Authority,Surface water,950,9,3.846153846,0.854700855,0,0.320512821,Local government,485,Rural,22,25,47
4560034,BROOK HAVEN ACRES,Somerset,Mobile Home Park,Ground water,75,4,0,14.28571429,14.28571429,0,Private,32,Rural,28,11,39
4560035,GARRETT BORO WATER CO,Somerset,Auth Leases Back To Mun,Ground water,449,4,3.793103448,1.724137931,0.344827586,0.344827586,Local government,215,Rural,98,0,98
4560036,GRAY AREA WATER AUTH,Somerset,Municipal,Ground water,389,4,5.092592593,1.851851852,0.462962963,0.462962963,Local government,178,Rural,71,0,71
4560037,HOOVERSVILLE BORO MUNI AUTH,Somerset,Auth Leases Back To Mun,Surface water,879,4,3.25203252,0.609756098,0,0,Local government,365,Rural,20,4,24
4560038,JENNERSTOWN WATER AUTH,Somerset,Auth Leases Back To Mun,Ground water,1337,9,5.112960761,1.783590963,0.356718193,0.713436385,Local government,650,Rural,34,1,35
4560039,PINE CREST MHP,Somerset,Mobile Home Park,Surface water purchased,354,7,2.97029703,2.97029703,0.99009901,0,Private,167,Urban,17,0,17
4560040,SUNNY ACRES MHP,Somerset,Mobile Home Park,Ground water,390,5,3.448275862,24.82758621,19.31034483,4.137931034,Private,207,Rural,70,0,70
4560041,SALISBURY MUNI WATER,Somerset,Municipal,Ground water,725,3,3.753541076,2.053824363,0,1.628895184,Local government,388,Rural,7,0,7
4560042,SOMERSET BORO MUNI WATER AUTH,Somerset,Auth Leases Back To Mun,Surface water,8500,16,7.084954604,4.377431907,0.810635538,1.734760052,Local government,3237,Urban,14,0,14
4560045,CENTRAL CITY WATER AUTH,Somerset,Authority,Ground water,2200,4,2.513291445,3.141614306,0.144997583,1.063315611,Local government,915,Rural,0,0,0
4560046,SOMERSET TWP MUNI AUTH OAK RIDGE,Somerset,Authority - (Purchases),Surface water purchased,3800,24,3.750203815,20.26740584,14.98451003,3.978477091,Local government,558,Rural,8,0,8
4560048,CONEMAUGH TWP MUNI AUTH,Somerset,Authority,Surface water,7800,18,3.142857143,2.60952381,0.628571429,0.380952381,Local government,2533,Rural,10,0,10
4560049,HIDDEN VALLEY RESORT LP,Somerset,Private Investor Owned,Ground water,750,4,2.840909091,0.568181818,0,0.568181818,Private,1067,Rural,23,0,23
4560050,WILBUR COMM WATER CO,Somerset,Association - Co-Op,Ground water,97,4,0,0,0,0,Private,55,Rural,0,0,0
4560053,HILLCREST MANOR ESTS,Somerset,Mobile Home Park,Ground water,250,4,4.255319149,14.89361702,9.574468085,4.255319149,Private,106,Rural,76,0,76
4560057,SOMERSET TWP MUNI AUTH FRIEDENS,Somerset,Authority - (Purchases),Surface water purchased,928,4,4,14.66666667,10,4,Local government,32,Rural,2,0,2
4600003,PINE VALLEY MOBILE HOME COURT,Union,Mobile Home Park,Ground water,425,6,2.816901408,4.694835681,0.938967136,3.286384977,Private,170,Urban,7,0,7
4600005,ROLLING HILLS MANOR,Union,Institutional Health,Ground water,64,3,0,0,0,0,Public/Private,2,Rural,40,0,40
4600010,NEW BERLIN MUNI AUTH,Union,Authority,Ground water,990,13,1.706484642,9.470989761,1.62116041,7.167235495,Local government,331,Rural,0,0,0
4600012,MIFFLINBURG BORO,Union,Municipal,Surface water,3690,7,3.992052023,6.972543353,3.052745665,2.799855491,Local government,1463,Rural,15,1,16
4600015,WEST BUFFALO TWP MUNI AUTH,Union,Authority - (Purchases),Surface water purchased,333,3,3.225806452,4.435483871,0.806451613,3.225806452,Local government,160,Rural,8,0,8
5020003,ASPINWALL BORO,Allegheny,Municipal - (Purchases),Surface water purchased,3151,11,5.178979436,10.5102818,0.571210967,1.827875095,Local government,1208,Urban,2,0,2
5020004,BLAWNOX BORO,Allegheny,Municipal - (Purchases),Surface water purchased,2200,3,6.996148909,18.8703466,2.118100128,1.540436457,Local government,727,Urban,3,0,3
5020006,BRACKENRIDGE BORO WATER,Allegheny,Municipal,Surface water,3700,7,5.552010211,8.200382897,5.456285897,0.47862157,Local government,1363,Urban,6,0,6
5020007,BRADDOCK BORO WATER AUTH,Allegheny,Authority - (Purchases),Surface water purchased,2008,3,11.38211382,71.40124342,65.13629842,1.721664275,Local government,688,Urban,3,0,3
5020008,CHESWICK BORO WATER DEPT,Allegheny,Municipal - (Purchases),Ground water purchased,1861,9,5.555555556,0.766283525,0.06385696,0.574712644,Local government,907,Urban,3,0,3
5020009,HARMAR TWP WATER AUTH,Allegheny,Authority,Ground water,3200,9,4.65408805,4.339622642,1.257861635,1.320754717,Local government,1087,Urban,7,1,8
5020010,CORAOPOLIS WATER AND SEWER AUTHORITY,Allegheny,Authority,Surface water purchased,6000,17,6.070012071,22.17623728,11.41576134,3.241938265,Local government,2616,Urban,1,0,1
5020011,MOON TWP MUNI AUTH,Allegheny,Authority,Surface water,38000,16,4.878242561,12.36642434,4.183053271,3.102530489,Local government,7938,Urban,0,0,0
5020012,DUQUESNE MUNI WATERWORKS,Allegheny,Municipal - (Purchases),Surface water purchased,5565,5,12.32244973,68.43755765,54.36266372,2.268954068,Local government,1938,Urban,5,3,8
5020013,EAST DEER TWP,Allegheny,Municipal - (Purchases),Surface water purchased,2000,4,5.815831987,6.865912763,2.665589661,1.534733441,Local government,668,Urban,20,0,20
5020015,EDGEWORTH BORO MUNI AUTH,Allegheny,Authority - (Purchases),Surface water purchased,7781,10,3.041682313,10.88997371,2.628614345,3.792714983,Local government,2341,Urban,1,0,1
5020018,RICHLAND TWP MUNI AUTH,Allegheny,Authority - (Purchases),Surface water purchased,10190,8,2.7869122,5.910884577,1.307135811,2.523840842,Local government,3780,Urban,2,0,2
5020019,HAMPTON SHALER  WATER AUTH,Allegheny,Municipal,Surface water purchased,62497,32,2.901452483,4.434726101,1.111755098,0.923828091,Local government,24021,Urban,0,0,0
5020021,SPRINGDALE TWP WATER DEPT,Allegheny,Municipal - (Purchases),Ground water purchased,1600,8,4.620203602,0.626468285,0,0,Local government,810,Urban,11,0,11
5020027,MONROEVILLE MUNI AUTH,Allegheny,Authority - (Purchases),Surface water purchased,48500,14,4.277381724,22.84510693,12.94151005,1.454147764,Local government,10582,Urban,2,3,5
5020029,NEVILLE TWP,Allegheny,Municipal - (Purchases),Surface water purchased,6750,4,7.819687213,8.003679853,1.931922723,3.495860166,Local government,617,Urban,9,0,9
5020034,WESTERN ALLEGHENY CNTY MUNI AU,Allegheny,Authority - (Purchases),Surface water purchased,19031,14,4.558020841,5.93322464,0.857730205,1.545332105,Local government,6802,Rural,17,1,18
5020036,OAKMONT BORO MUNI AUTH,Allegheny,Authority,Surface water,42410,12,4.300286011,16.60381179,11.03039814,1.508517047,Local government,16779,Urban,0,0,0
5020038,PITTSBURGH W AND S AUTH,Allegheny,Authority,Surface water,520000,17,11.0945202,36.2306312,24.53316218,2.900790688,Local government,74030,Urban,23,0,23
5020039,PA AMER WATER CO PITTSBURGH DIST,Allegheny,Private Investor Owned,Surface water,686000,14,4.595861355,12.34593109,6.168043359,1.576010369,Private,205745,Rural,0,0,0
5020040,FOX CHAPEL AUTH,Allegheny,Authority - (Purchases),Surface water purchased,18500,9,3.288567493,11.76825069,0.723140496,1.549586777,Local government,5477,Urban,2,0,2
5020041,PLUM BORO MUNI AUTH,Allegheny,Authority - (Purchases),Surface water purchased,27500,21,2.953813104,5.982814178,2.581453634,1.26745435,Local government,9765,Urban,0,1,1
5020043,WEST VIEW MUNI AUTH,Allegheny,Authority,Surface water,200000,26,3.630428129,12.3154351,4.941680552,1.29969055,Local government,54116,Urban,35,2,37
5020045,ROBINSON TWP MUNI AUTH,Allegheny,Authority,Surface water,16354,12,2.824640149,10.06036217,1.988856214,2.143631017,Local government,4953,Urban,3,0,3
5020047,RESERVE TWP WATER DEPT,Allegheny,Municipal - (Purchases),Surface water purchased,3333,2,4.593532789,4.200664853,3.898458749,0,Local government,1489,Urban,3,0,3
5020050,SEWICKLEY BORO WATER AUTH,Allegheny,Authority,Surface water purchased,6800,9,3.99227302,9.165056879,3.562996351,1.802962009,Local government,2185,Rural,6,0,6
5020053,SPRINGDALE BORO WATER DEPT,Allegheny,Municipal,Ground water,3405,9,5.235887647,4.717752932,0.436323971,1.77256613,Local government,1680,Urban,4,0,4
5020055,TARENTUM BORO WATER DEPT,Allegheny,Municipal,Surface water,4927,5,8.425083772,13.45141216,11.22546673,0,Local government,1978,Urban,4,0,4
5020056,WILKINSBURG PENN JT WATER AUTH,Allegheny,Authority,Surface water,125000,16,8.33102486,44.35449947,37.79740835,1.665178984,Local government,39302,Urban,50,5,55
5020067,OAKDALE BORO,Allegheny,Auth Leases Bk To Mun(Pu),Surface water purchased,1459,4,4.355108878,3.015075377,1.088777219,1.088777219,Local government,691,Urban,2,0,2
5020070,ALEPPO TWP AUTH,Allegheny,Authority - (Purchases),Surface water purchased,2200,4,1.68374817,4.904831625,1.244509517,0.878477306,Local government,732,Urban,0,0,0
5020076,FAWN FRAZER JT WATER AUTH,Allegheny,Authority - (Purchases),Surface water purchased,4461,11,3.52455943,2.699662542,0.562429696,1.03112111,Local government,1920,Rural,10,1,11
5020078,FINDLAY TWP MUNI AUTH,Allegheny,Authority - (Purchases),Surface water purchased,11460,7,3.755868545,8.13771518,4.851330203,1.930099113,Local government,2110,Rural,7,0,7
5020108,HARRISON TWP WATER AUTH,Allegheny,Authority,Surface water,13411,6,5.810155399,5.117291894,1.652974364,0.514698604,Local government,4899,Urban,2,0,2
5030002,DAYTON,Armstrong,Municipal,Ground water,583,5,3.057199211,3.15581854,0.197238659,0.788954635,Local government,289,Rural,8,1,9
5030004,EAST ARMSTRONG CNTY MUNI WATER,Armstrong,Authority,Ground water,1875,8,3.014184397,2.659574468,0.354609929,1.595744681,Local government,372,Rural,0,0,0
5030005,FORD CITY BORO,Armstrong,Municipal,Ground water,2991,7,9.454292666,8.202989225,3.962460897,4.205769899,Local government,1710,Urban,2,0,2
5030006,MANOR TWP JT MUNI AUTH,Armstrong,Authority,Ground water,6744,8,3.532744543,1.399766706,0.7832028,0.166638894,Local government,2471,Rural,4,1,5
5030008,PA AMER WATER CO KITTANNING DIST,Armstrong,Private Investor Owned,Surface water,5000,3,9.143109541,3.798586572,0.817137809,0.552120141,Private,2069,Urban,1,1,2
5030010,GILPIN TWP MUNI WATER AUTH,Armstrong,Authority - (Purchases),Surface water purchased,2050,2,2.886890677,3.028868907,1.183151917,0.236630383,Local government,702,Rural,8,0,8
5030012,RURAL VALLEY BORO WATER CO,Armstrong,Municipal,Ground water,945,11,3.686635945,1.728110599,0,0.230414747,Local government,376,Rural,15,0,15
5030013,KITTANNING PLUMCREEK WATER AUTH,Armstrong,Authority - (Purchases),Ground water purchased,400,5,2.69541779,1.437556155,0.359389039,0.359389039,Local government,233,Rural,1,0,1
5030016,TEMPLETON WATER CO,Armstrong,Private Investor Owned,Ground water,474,5,2.747252747,2.197802198,0.183150183,0.915750916,Private,187,Rural,49,0,49
5030019,BUFFALO TWP MUNI AUTH,Armstrong,Authority,Surface water,5849,5,3.451122853,2.724570674,0.495376486,1.618229855,Local government,2400,Urban,19,0,19
